i,ar_pcont1,ar_pcont2,ar_pcont3,ar_ncont1,ar_ncont2,ar_ncont3,∆w_pcont1,∆w_pcont2,∆w_ncont1,∆w_ncont2,ar_ppeak,ar_npeak,∆w_ppeak,∆w_npeak,ar_wAc,ar_wAp,ar_wApc,∆w_Ac,∆w_Ap,∆w_Apc
128.0,0.48833275,0.500781,0.04597898,0.46053675,0.505048,0.01701126,0.0221258,0.07375267,0.00921908,0.02469962,0.0,0.0,0.0,0.0,0.4086205,0.0,0.0,0.0,0.0,0.0
129.0,0.48237725,0.494032,0.04482658,0.45503375,0.495052,0.01645195,0.0221258,0.07375267,0.00921908,0.02469962,0.0,0.0,0.0,0.0,0.403868,0.0,0.0,0.0,0.0,0.0
130.0,0.47617075,0.482951,0.04401577,0.49457675,0.485212,0.0162027,0.0221258,0.07375267,0.00768257,0.02469962,0.0,0.0,0.0,0.0,0.412552,0.0,0.0,0.0,0.0,0.0
131.0,0.4710195,0.476492,0.04331907,0.4886245,0.477069,0.01590616,0.0221258,0.07375267,0.00768257,0.02469962,0.0,0.0,0.0,0.0,0.4151125,0.0,0.0,0.0,0.0,0.0
132.0,0.46488725,0.467818,0.04239264,0.48318875,0.468186,0.0158506,0.0221258,0.07375267,0.00768257,0.02469962,0.0,0.0,0.0,0.0,0.4172445,0.0,0.0,0.0,0.0,0.0
133.0,0.458694,0.458636,0.04139715,0.476903,0.459944,0.01534009,0.0221258,0.07375267,0.00768257,0.02469962,0.0,0.0,0.0,0.0,0.418154,0.0,0.0,0.0,0.0,0.0
134.0,0.45259525,0.515924,0.04072297,0.4707405,0.519947,0.01503529,0.0221258,0.06146056,0.00768257,0.02058302,0.0,0.0,0.0,0.0,0.420646,0.0,0.0,0.0,0.0,0.0
135.0,0.49147925,0.508772,0.04062462,0.46511525,0.512407,0.01453829,0.01843817,0.06146056,0.00768257,0.02058302,0.0,0.0,0.0,0.0,0.4201295,0.0,0.0,0.0,0.0,0.0
136.0,0.48516375,0.497328,0.03842868,0.4592795,0.502263,0.01434084,0.01843817,0.06146056,0.00768257,0.02058302,0.0,0.0,0.0,0.0,0.4180725,0.0,0.0,0.0,0.0,0.0
137.0,0.479413,0.489193,0.03799474,0.4535945,0.492454,0.01416141,0.01843817,0.06146056,0.00768257,0.02058302,0.0,0.0,0.0,0.0,0.418648,0.0,0.0,0.0,0.0,0.0
138.0,0.47294975,0.480067,0.03754655,0.492286,0.483482,0.01342492,0.01843817,0.06146056,0.00640214,0.02058302,0.0,0.0,0.0,0.0,0.4224145,0.0,0.0,0.0,0.0,0.0
139.0,0.46730125,0.470775,0.03618844,0.48556875,0.473723,0.01309159,0.01843817,0.06146056,0.00640214,0.02058302,0.0,0.0,0.0,0.0,0.415914,0.0,0.0,0.0,0.0,0.0
140.0,0.4620725,0.46191,0.03586261,0.479108,0.464509,0.01303153,0.01843817,0.06146056,0.00640214,0.02058302,0.0,0.0,0.0,0.0,0.414297,0.0,0.0,0.0,0.0,0.0
141.0,0.45526875,0.454949,0.03596096,0.47333175,0.455368,0.01262988,0.01843817,0.06146056,0.00640214,0.02058302,0.0,0.0,0.0,0.0,0.4167425,0.0,0.0,0.0,0.0,0.0
142.0,0.49439,0.513172,0.03470946,0.46722475,0.514922,0.01221772,0.01536514,0.05121713,0.00640214,0.01715251,0.0,0.0,0.0,0.0,0.417236,0.0,0.0,0.0,0.0,0.0
143.0,0.488103,0.502816,0.03393619,0.4619055,0.505098,0.01187763,0.01536514,0.05121713,0.00640214,0.01715251,0.0,0.0,0.0,0.0,0.413553,0.0,0.0,0.0,0.0,0.0
144.0,0.4819295,0.494787,0.0330991,0.45585725,0.49576,0.01193694,0.01536514,0.05121713,0.00640214,0.01715251,0.0,0.0,0.0,0.0,0.41713,0.0,0.0,0.0,0.0,0.0
145.0,0.476575,0.484681,0.03218243,0.494192,0.486379,0.01155706,0.01536514,0.05121713,0.00533512,0.01715251,0.0,0.0,0.0,0.0,0.4203605,0.0,0.0,0.0,0.0,0.0
146.0,0.47055175,0.476745,0.03206156,0.48873075,0.477472,0.01113138,0.01536514,0.05121713,0.00533512,0.01715251,0.0,0.0,0.0,0.0,0.4200765,0.0,0.0,0.0,0.0,0.0
147.0,0.46435725,0.467778,0.03108258,0.48302725,0.469961,0.01115165,0.01536514,0.05121713,0.00533512,0.01715251,0.0,0.0,0.0,0.0,0.423872,0.0,0.0,0.0,0.0,0.0
148.0,0.459574,0.459495,0.03117117,0.47685275,0.459866,0.01074474,0.01536514,0.05121713,0.00533512,0.01715251,0.0,0.0,0.0,0.0,0.421748,0.0,0.0,0.0,0.0,0.0
149.0,0.45323125,0.518878,0.03030405,0.470033,0.520289,0.0103979,0.01536514,0.04268095,0.00533512,0.01429376,0.0,0.0,0.0,0.0,0.4229475,0.0,0.0,0.0,0.0,0.0
150.0,0.490787,0.50881,0.02968093,0.4640855,0.510468,0.01026351,0.01280428,0.04268095,0.00533512,0.01429376,0.0,0.0,0.0,0.0,0.418606,0.0,0.0,0.0,0.0,0.0
151.0,0.485017,0.498865,0.02897598,0.45856875,0.50125,0.00996697,0.01280428,0.04268095,0.00533512,0.01429376,0.0,0.0,0.0,0.0,0.4236845,0.0,0.0,0.0,0.0,0.0
152.0,0.4792415,0.489267,0.02812162,0.45193325,0.48983,0.00956757,0.01280428,0.04268095,0.00533512,0.01429376,0.0,0.0,0.0,0.0,0.424025,0.0,0.0,0.0,0.0,0.0
153.0,0.473441,0.479244,0.0272455,0.491099,0.482282,0.00962613,0.01280428,0.04268095,0.00444593,0.01429376,0.0,0.0,0.0,0.0,0.4178845,0.0,0.0,0.0,0.0,0.0
154.0,0.46728,0.471564,0.02696171,0.48484925,0.473007,0.00933408,0.01280428,0.04268095,0.00444593,0.01429376,0.0,0.0,0.0,0.0,0.4208945,0.0,0.0,0.0,0.0,0.0
155.0,0.46123925,0.463874,0.02643844,0.47885425,0.463586,0.00902703,0.01280428,0.04268095,0.00444593,0.01429376,0.0,0.0,0.0,0.0,0.415906,0.0,0.0,0.0,0.0,0.0
156.0,0.45604625,0.455141,0.02551652,0.4726765,0.455303,0.00888288,0.01280428,0.04268095,0.00444593,0.01429376,0.0,0.0,0.0,0.0,0.4185205,0.0,0.0,0.0,0.0,0.0
157.0,0.494293,0.512874,0.0250518,0.4667725,0.514229,0.00848198,0.01067024,0.03556745,0.00444593,0.01191147,0.0,0.0,0.0,0.0,0.418361,0.0,0.0,0.0,0.0,0.0
158.0,0.4881905,0.502968,0.02464039,0.46059275,0.504546,0.00857958,0.01067024,0.03556745,0.00444593,0.01191147,0.0,0.0,0.0,0.0,0.4161115,0.0,0.0,0.0,0.0,0.0
159.0,0.4822795,0.493986,0.02393619,0.45501375,0.495114,0.00828078,0.01067024,0.03556745,0.00444593,0.01191147,0.0,0.0,0.0,0.0,0.4139965,0.0,0.0,0.0,0.0,0.0
160.0,0.4765735,0.485305,0.02336336,0.4935505,0.485011,0.00810586,0.01067024,0.03556745,0.00370494,0.01191147,0.0,0.0,0.0,0.0,0.4172365,0.0,0.0,0.0,0.0,0.0
161.0,0.4708225,0.47691,0.02284685,0.4875755,0.474976,0.00777778,0.01067024,0.03556745,0.00370494,0.01191147,0.0,0.0,0.0,0.0,0.412711,0.0,0.0,0.0,0.0,0.0
162.0,0.464552,0.468213,0.02280105,0.48118225,0.466901,0.00766742,0.01067024,0.03556745,0.00370494,0.01191147,0.0,0.0,0.0,0.0,0.416962,0.0,0.0,0.0,0.0,0.0
163.0,0.4583345,0.458235,0.02189264,0.4751485,0.456438,0.00746547,0.01067024,0.03556745,0.00370494,0.01191147,0.0,0.0,0.0,0.0,0.4146965,0.0,0.0,0.0,0.0,0.0
164.0,0.45281,0.517599,0.02174775,0.4687285,0.51609,0.00714114,0.01067024,0.02963955,0.00370494,0.00992622,0.0,0.0,0.0,0.0,0.41829,0.0,0.0,0.0,0.0,0.0
165.0,0.4903145,0.507347,0.02128679,0.46238875,0.506765,0.00701351,0.00889186,0.02963955,0.00370494,0.00992622,0.0,0.0,0.0,0.0,0.424034,0.0,0.0,0.0,0.0,0.0
166.0,0.48439725,0.500543,0.02100676,0.457494,0.498499,0.00701802,0.00889186,0.02963955,0.00370494,0.00992622,0.0,0.0,0.0,0.0,0.4179475,0.0,0.0,0.0,0.0,0.0
167.0,0.47844375,0.490885,0.02074399,0.496378,0.489191,0.00678453,0.00889186,0.02963955,0.00308745,0.00992622,0.0,0.0,0.0,0.0,0.415586,0.0,0.0,0.0,0.0,0.0
168.0,0.47291075,0.482305,0.02053679,0.48963825,0.481001,0.00663063,0.00889186,0.02963955,0.00308745,0.00992622,0.0,0.0,0.0,0.0,0.4173045,0.0,0.0,0.0,0.0,0.0
169.0,0.467165,0.474618,0.01997673,0.48414125,0.470793,0.0064527,0.00889186,0.02963955,0.00308745,0.00992622,0.0,0.0,0.0,0.0,0.4186635,0.0,0.0,0.0,0.0,0.0
170.0,0.461419,0.464899,0.01963138,0.47807475,0.462758,0.00630405,0.00889186,0.02963955,0.00308745,0.00992622,0.0,0.0,0.0,0.0,0.4188155,0.0,0.0,0.0,0.0,0.0
171.0,0.455899,0.457469,0.01921471,0.4720085,0.453765,0.00633108,0.00889186,0.02963955,0.00308745,0.00992622,0.0,0.0,0.0,0.0,0.410176,0.0,0.0,0.0,0.0,0.0
172.0,0.49408825,0.515155,0.01888288,0.46607675,0.511854,0.0061539,0.00740989,0.02469962,0.00308745,0.00827185,0.0,0.0,0.0,0.0,0.415232,0.0,0.0,0.0,0.0,0.0
173.0,0.48801175,0.50524,0.01834459,0.46008475,0.503552,0.00591291,0.00740989,0.02469962,0.00308745,0.00827185,0.0,0.0,0.0,0.0,0.417755,0.0,0.0,0.0,0.0,0.0
174.0,0.481871,0.495653,0.01810435,0.454476,0.49368,0.00588664,0.00740989,0.02469962,0.00308745,0.00827185,0.0,0.0,0.0,0.0,0.4216355,0.0,0.0,0.0,0.0,0.0
175.0,0.4758265,0.485931,0.01764264,0.49339175,0.484374,0.00571847,0.00740989,0.02469962,0.00257288,0.00827185,0.0,0.0,0.0,0.0,0.422018,0.0,0.0,0.0,0.0,0.0
176.0,0.47034575,0.477847,0.01709309,0.4873575,0.475416,0.00557132,0.00740989,0.02469962,0.00257288,0.00827185,0.0,0.0,0.0,0.0,0.4226265,0.0,0.0,0.0,0.0,0.0
177.0,0.46395325,0.469963,0.01703979,0.48080475,0.467372,0.00540541,0.00740989,0.02469962,0.00257288,0.00827185,0.0,0.0,0.0,0.0,0.423178,0.0,0.0,0.0,0.0,0.0
178.0,0.45852525,0.461349,0.01682883,0.47441475,0.458272,0.00528979,0.00740989,0.02469962,0.00257288,0.00827185,0.0,0.0,0.0,0.0,0.4258645,0.0,0.0,0.0,0.0,0.0
179.0,0.4523035,0.452379,0.01623574,0.469014,0.517674,0.00511637,0.00740989,0.02469962,0.00257288,0.00689321,0.0,0.0,0.0,0.0,0.4265005,0.0,0.0,0.0,0.0,0.0
180.0,0.4905245,0.510945,0.01633934,0.46257925,0.509001,0.0050976,0.00617491,0.02058302,0.00257288,0.00689321,0.0,0.0,0.0,0.0,0.4260855,0.0,0.0,0.0,0.0,0.0
181.0,0.48483125,0.500405,0.01576802,0.45695825,0.499173,0.00499474,0.00617491,0.02058302,0.00257288,0.00689321,0.0,0.0,0.0,0.0,0.422759,0.0,0.0,0.0,0.0,0.0
182.0,0.478319,0.492008,0.01558033,0.49538,0.490392,0.00482583,0.00617491,0.02058302,0.00214406,0.00689321,0.0,0.0,0.0,0.0,0.426261,0.0,0.0,0.0,0.0,0.0
183.0,0.47276125,0.48316,0.01503378,0.48946125,0.480348,0.00475601,0.00617491,0.02058302,0.00214406,0.00689321,0.0,0.0,0.0,0.0,0.428552,0.0,0.0,0.0,0.0,0.0
184.0,0.46775125,0.476604,0.01491216,0.483656,0.471563,0.00467868,0.00617491,0.02058302,0.00214406,0.00689321,0.0,0.0,0.0,0.0,0.4254655,0.0,0.0,0.0,0.0,0.0
185.0,0.4609835,0.466476,0.01468468,0.477154,0.462482,0.0045045,0.00617491,0.02058302,0.00214406,0.00689321,0.0,0.0,0.0,0.0,0.42725,0.0,0.0,0.0,0.0,0.0
186.0,0.45592225,0.458694,0.01419895,0.47169125,0.453616,0.00442342,0.00617491,0.02058302,0.00214406,0.00689321,0.0,0.0,0.0,0.0,0.427667,0.0,0.0,0.0,0.0,0.0
187.0,0.4933565,0.514911,0.01387838,0.465189,0.512815,0.00429129,0.00514575,0.01715251,0.00214406,0.00574434,0.0,0.0,0.0,0.0,0.430841,0.0,0.0,0.0,0.0,0.0
188.0,0.487928,0.506352,0.01384309,0.459637,0.504037,0.00426276,0.00514575,0.01715251,0.00214406,0.00574434,0.0,0.0,0.0,0.0,0.424211,0.0,0.0,0.0,0.0,0.0
189.0,0.48131375,0.496481,0.01361411,0.45353175,0.494763,0.00411411,0.00514575,0.01715251,0.00214406,0.00574434,0.0,0.0,0.0,0.0,0.4302705,0.0,0.0,0.0,0.0,0.0
190.0,0.475358,0.487636,0.01331682,0.4917175,0.484607,0.00399324,0.00514575,0.01715251,0.00178672,0.00574434,0.0,0.0,0.0,0.0,0.4282125,0.0,0.0,0.0,0.0,0.0
191.0,0.46954575,0.478866,0.01289715,0.4858955,0.476503,0.0039985,0.00514575,0.01715251,0.00178672,0.00574434,0.0,0.0,0.0,0.0,0.4349975,0.0,0.0,0.0,0.0,0.0
192.0,0.46438525,0.471153,0.0127027,0.47989,0.468046,0.00382883,0.00514575,0.01715251,0.00178672,0.00574434,0.0,0.0,0.0,0.0,0.433904,0.0,0.0,0.0,0.0,0.0
193.0,0.45865325,0.46178,0.01243018,0.47395625,0.45818,0.00366441,0.00514575,0.01715251,0.00178672,0.00574434,0.0,0.0,0.0,0.0,0.435499,0.0,0.0,0.0,0.0,0.0
194.0,0.452233,0.518495,0.01217192,0.467932,0.516816,0.00353453,0.00514575,0.01429376,0.00178672,0.00478695,0.0,0.0,0.0,0.0,0.433064,0.0,0.0,0.0,0.0,0.0
195.0,0.4903305,0.512323,0.01187162,0.4622065,0.508696,0.00353904,0.00428813,0.01429376,0.00178672,0.00478695,0.0,0.0,0.0,0.0,0.4345155,0.0,0.0,0.0,0.0,0.0
196.0,0.48408775,0.50064,0.01175375,0.4558565,0.498847,0.00354429,0.00428813,0.01429376,0.00178672,0.00478695,0.0,0.0,0.0,0.0,0.4388995,0.0,0.0,0.0,0.0,0.0
197.0,0.47853125,0.493718,0.01158709,0.49446475,0.489039,0.00338739,0.00428813,0.01429376,0.00148893,0.00478695,0.0,0.0,0.0,0.0,0.4305635,0.0,0.0,0.0,0.0,0.0
198.0,0.472609,0.484532,0.01139489,0.488671,0.479863,0.00332583,0.00428813,0.01429376,0.00148893,0.00478695,0.0,0.0,0.0,0.0,0.4338115,0.0,0.0,0.0,0.0,0.0
199.0,0.466714,0.475341,0.01101051,0.48209875,0.469885,0.00325526,0.00428813,0.01429376,0.00148893,0.00478695,0.0,0.0,0.0,0.0,0.4405075,0.0,0.0,0.0,0.0,0.0
200.0,0.46053425,0.466133,0.01097898,0.476066,0.460836,0.00310811,0.00428813,0.01429376,0.00148893,0.00478695,0.0,0.0,0.0,0.0,0.436876,0.0,0.0,0.0,0.0,0.0
0.0,0.45037848,0.48513884,0.03052979,0.46709341,0.4864746,0.0107327,0.01593058,0.04756845,0.00553145,0.01593058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
