i,a,theta,chi2_min,chi2_avg,edge_p,edge_n,sigma_edge_p,sigma_edge_n,Ap_p,Ap_n,Ac_p,Ac_n
0.0,0.52871182,0.01151501,0.72894461,0.82108725,1.00486,-0.50021,0.0,0.0,0.22647938,0.49352062,0.08380808,0.19619192
