i,theta,chi2_min,chi2_avg,edge_p,edge_n,Ap_p,Ap_n,Ac_p,Ac_n
33.0,3.1479925,3.47996843,6.21807811,1.00534,-0.49999,0.22648063,0.49351937,0.08380641,0.19619359
34.0,2.99808809,3.03125565,5.13910208,1.00507,-0.50029,0.22648362,0.49351638,0.08380696,0.19619304
35.0,2.85532199,3.03125565,5.41230923,1.00575,-0.50029,0.2264797,0.4935203,0.08380686,0.19619314
36.0,2.71935428,3.03125565,5.45700088,1.00561,-0.50032,0.22647952,0.49352048,0.08380696,0.19619304
37.0,2.58986122,2.97694298,4.77131175,1.00548,-0.50028,0.22647957,0.49352043,0.08380722,0.19619278
38.0,2.46653449,2.90938982,5.04806768,1.00568,-0.50042,0.2264817,0.4935183,0.08380734,0.19619266
39.0,2.34908047,2.90938982,4.78270249,1.00584,-0.50035,0.22648056,0.49351944,0.0838074,0.1961926
40.0,2.2372195,2.73801456,4.60419181,1.00554,-0.50021,0.22648118,0.49351882,0.08380715,0.19619285
41.0,2.13068523,2.73801456,4.4394466,1.00538,-0.50039,0.22647857,0.49352143,0.08380722,0.19619278
42.0,2.02922403,2.58915233,4.17240421,1.00581,-0.50027,0.22648131,0.49351869,0.08380736,0.19619264
43.0,1.93259432,2.58915233,4.16511957,1.00577,-0.50029,0.22648061,0.49351939,0.08380742,0.19619258
44.0,1.84056602,2.42565426,3.76859963,1.00565,-0.50035,0.22647825,0.49352175,0.08380748,0.19619252
45.0,1.75292002,2.30827837,3.38234763,1.00528,-0.50037,0.22647959,0.49352041,0.08380764,0.19619236
46.0,1.66944763,2.30827837,3.42155057,1.00566,-0.50023,0.22647919,0.49352081,0.0838072,0.1961928
47.0,1.58995013,2.30827837,3.6572495,1.00521,-0.50029,0.22647889,0.49352111,0.08380772,0.19619228
48.0,1.51423822,2.2993869,3.24348863,1.00543,-0.50026,0.22648036,0.49351964,0.08380825,0.19619175
49.0,1.44213163,2.15029823,3.14994092,1.00582,-0.50031,0.22648191,0.49351809,0.08380814,0.19619186
50.0,1.3734587,2.15029823,3.193142,1.00545,-0.5004,0.22647995,0.49352005,0.08380796,0.19619204
51.0,1.3080559,1.98520507,2.78182198,1.00552,-0.50027,0.22647977,0.49352023,0.08380785,0.19619215
52.0,1.24576753,1.87275546,2.69731234,1.00551,-0.50048,0.22647968,0.49352032,0.08380768,0.19619232
53.0,1.18644526,1.84798754,2.7890122,1.00603,-0.50044,0.22647961,0.49352039,0.08380708,0.19619292
54.0,1.12994787,1.84798754,3.00102744,1.00586,-0.50035,0.22647954,0.49352046,0.08380696,0.19619304
55.0,1.07614083,1.81885996,2.42525288,1.00568,-0.50024,0.22647948,0.49352052,0.08380715,0.19619285
56.0,1.02489603,1.76291639,2.56057025,1.00579,-0.50036,0.22648122,0.49351878,0.08380678,0.19619322
57.0,0.97609146,1.73720556,2.47097853,1.00539,-0.50039,0.22648122,0.49351878,0.08380633,0.19619367
58.0,0.92961091,1.73720556,2.44068737,1.00538,-0.50026,0.22648118,0.49351882,0.083806,0.196194
59.0,0.88534372,1.73720556,2.45781365,1.00586,-0.50026,0.22648118,0.49351882,0.08380616,0.19619384
60.0,0.8431845,1.544078,2.13177352,1.00539,-0.50023,0.22648117,0.49351883,0.08380627,0.19619373
61.0,0.80303286,1.544078,2.39720519,1.00547,-0.50022,0.22648116,0.49351884,0.08380688,0.19619312
62.0,0.7647932,1.544078,2.0635772,1.00567,-0.50021,0.22648116,0.49351884,0.08380671,0.19619329
63.0,0.72837447,1.52405392,1.94347085,1.00558,-0.50022,0.22648116,0.49351884,0.08380695,0.19619305
64.0,0.69368997,1.52405392,1.98945817,1.00574,-0.50023,0.22648116,0.49351884,0.08380745,0.19619255
65.0,0.66065712,1.4193858,1.78908362,1.00557,-0.50021,0.22648116,0.49351884,0.08380706,0.19619294
66.0,0.62919726,1.37314678,1.72125821,1.00534,-0.50017,0.22648116,0.49351884,0.08380695,0.19619305
67.0,0.59923548,1.36179921,1.76268272,1.00546,-0.50018,0.22648116,0.49351884,0.08380715,0.19619285
68.0,0.57070046,1.36179921,1.71757152,1.00543,-0.50018,0.22648116,0.49351884,0.08380711,0.19619289
69.0,0.54352425,1.36179921,1.75760247,1.00541,-0.50018,0.22648116,0.49351884,0.08380683,0.19619317
70.0,0.51764214,1.36179921,1.67620752,1.00533,-0.5002,0.22647938,0.49352062,0.08380712,0.19619288
71.0,0.49299251,1.26859893,1.50388913,1.0052,-0.5002,0.22647938,0.49352062,0.08380749,0.19619251
72.0,0.46951668,1.26271753,1.63725359,1.00542,-0.5002,0.22647938,0.49352062,0.08380699,0.19619301
73.0,0.44715874,1.26271753,1.58064115,1.00514,-0.5002,0.22647938,0.49352062,0.08380739,0.19619261
74.0,0.42586547,1.26271753,1.56260648,1.00513,-0.50021,0.22647938,0.49352062,0.08380753,0.19619247
75.0,0.40558616,1.26271753,1.52361636,1.00508,-0.50021,0.22647938,0.49352062,0.08380763,0.19619237
76.0,0.38627253,1.26271753,1.64300456,1.00532,-0.50021,0.22647938,0.49352062,0.08380726,0.19619274
77.0,0.3678786,1.26271753,1.56996885,1.00513,-0.50021,0.22647938,0.49352062,0.08380744,0.19619256
78.0,0.35036058,1.26271753,1.48926978,1.00539,-0.50021,0.22647938,0.49352062,0.08380773,0.19619227
79.0,0.33367674,1.26271753,1.44890366,1.00534,-0.50021,0.22647938,0.49352062,0.08380807,0.19619193
80.0,0.31778737,1.23824739,1.44755513,1.00503,-0.50021,0.22647938,0.49352062,0.08380787,0.19619213
81.0,0.30265464,1.16906205,1.36595649,1.00511,-0.50021,0.22647938,0.49352062,0.08380782,0.19619218
82.0,0.28824251,1.15124879,1.31234195,1.00502,-0.50021,0.22647938,0.49352062,0.08380782,0.19619218
83.0,0.27451668,1.15124879,1.33691683,1.00525,-0.50021,0.22647938,0.49352062,0.08380756,0.19619244
84.0,0.26144446,1.15124879,1.31953108,1.00531,-0.50021,0.22647938,0.49352062,0.08380711,0.19619289
85.0,0.24899472,1.1383247,1.26656056,1.00518,-0.50021,0.22647938,0.49352062,0.08380747,0.19619253
86.0,0.23713783,1.1383247,1.36176903,1.00547,-0.50021,0.22647938,0.49352062,0.08380714,0.19619286
87.0,0.22584555,1.1383247,1.28597738,1.00526,-0.50021,0.22647938,0.49352062,0.08380768,0.19619232
88.0,0.215091,1.1383247,1.31501215,1.00521,-0.50021,0.22647938,0.49352062,0.08380792,0.19619208
89.0,0.20484857,1.12983167,1.24957033,1.00493,-0.50021,0.22647938,0.49352062,0.08380774,0.19619226
90.0,0.19509388,1.06870941,1.16390552,1.00501,-0.50021,0.22647938,0.49352062,0.08380808,0.19619192
91.0,0.18580369,1.06870941,1.15762629,1.005,-0.50021,0.22647938,0.49352062,0.08380816,0.19619184
92.0,0.1769559,1.04066981,1.13866382,1.00489,-0.50021,0.22647938,0.49352062,0.08380813,0.19619187
93.0,0.16852943,1.02676282,1.12067872,1.00483,-0.50021,0.22647938,0.49352062,0.08380823,0.19619177
94.0,0.16050422,1.01337661,1.12505375,1.00492,-0.50021,0.22647938,0.49352062,0.08380845,0.19619155
95.0,0.15286116,1.01337661,1.14383452,1.00493,-0.50021,0.22647938,0.49352062,0.08380853,0.19619147
96.0,0.14558206,1.01337661,1.12403411,1.00479,-0.50021,0.22647938,0.49352062,0.08380799,0.19619201
97.0,0.13864958,1.01337661,1.08979198,1.00478,-0.50021,0.22647938,0.49352062,0.08380811,0.19619189
98.0,0.13204722,0.99381724,1.07525119,1.00467,-0.50021,0.22647938,0.49352062,0.08380817,0.19619183
99.0,0.12575925,0.99381724,1.0769162,1.00471,-0.50021,0.22647938,0.49352062,0.0838078,0.1961922
100.0,0.11977072,0.97619071,1.05170033,1.00467,-0.50021,0.22647938,0.49352062,0.0838079,0.1961921
101.0,0.11406735,0.97511963,1.03212227,1.00464,-0.50021,0.22647938,0.49352062,0.08380812,0.19619188
102.0,0.10863557,0.9602232,1.02947855,1.00465,-0.50021,0.22647938,0.49352062,0.08380856,0.19619144
103.0,0.10346245,0.9602232,1.02906364,1.0047,-0.50021,0.22647938,0.49352062,0.08380816,0.19619184
104.0,0.09853567,0.9602232,1.02667364,1.00473,-0.50021,0.22647938,0.49352062,0.08380828,0.19619172
105.0,0.09384349,0.95322214,1.01461299,1.00478,-0.50021,0.22647938,0.49352062,0.08380818,0.19619182
106.0,0.08937475,0.93998197,1.01027215,1.00475,-0.50021,0.22647938,0.49352062,0.08380799,0.19619201
107.0,0.08511881,0.93998197,1.02868565,1.0048,-0.50021,0.22647938,0.49352062,0.08380768,0.19619232
108.0,0.08106554,0.93998197,0.99557352,1.00482,-0.50021,0.22647938,0.49352062,0.08380801,0.19619199
109.0,0.07720527,0.93998197,1.00872763,1.00479,-0.50021,0.22647938,0.49352062,0.08380811,0.19619189
110.0,0.07352883,0.92594246,0.97525276,1.00479,-0.50021,0.22647938,0.49352062,0.08380809,0.19619191
111.0,0.07002746,0.92594246,0.97707977,1.0048,-0.50021,0.22647938,0.49352062,0.0838082,0.1961918
112.0,0.06669282,0.90838096,0.96016286,1.0048,-0.50021,0.22647938,0.49352062,0.08380802,0.19619198
113.0,0.06351697,0.90838096,0.9805951,1.00479,-0.50021,0.22647938,0.49352062,0.0838082,0.1961918
114.0,0.06049235,0.90838096,0.99162264,1.0048,-0.50021,0.22647938,0.49352062,0.0838079,0.1961921
115.0,0.05761176,0.90838096,0.97097028,1.00481,-0.50021,0.22647938,0.49352062,0.08380788,0.19619212
116.0,0.05486835,0.90838096,0.96696284,1.00479,-0.50021,0.22647938,0.49352062,0.08380883,0.19619117
117.0,0.05225557,0.90838096,0.95331736,1.0048,-0.50021,0.22647938,0.49352062,0.08380828,0.19619172
118.0,0.04976721,0.90655451,0.94041837,1.0048,-0.50021,0.22647938,0.49352062,0.08380807,0.19619193
119.0,0.04739734,0.9048773,0.9440396,1.0048,-0.50021,0.22647938,0.49352062,0.08380806,0.19619194
120.0,0.04514032,0.89928752,0.94069978,1.00479,-0.50021,0.22647938,0.49352062,0.08380788,0.19619212
121.0,0.04299078,0.89578551,0.93939491,1.00479,-0.50021,0.22647938,0.49352062,0.08380801,0.19619199
122.0,0.0409436,0.89312062,0.92269338,1.00479,-0.50021,0.22647938,0.49352062,0.08380806,0.19619194
123.0,0.03899391,0.89312062,0.93043373,1.00479,-0.50021,0.22647938,0.49352062,0.0838083,0.1961917
124.0,0.03713706,0.89312062,0.93078848,1.00479,-0.50021,0.22647938,0.49352062,0.08380821,0.19619179
125.0,0.03536862,0.889534,0.91287893,1.00479,-0.50021,0.22647938,0.49352062,0.083808,0.196192
126.0,0.0336844,0.8768968,0.90903958,1.00479,-0.50021,0.22647938,0.49352062,0.08380806,0.19619194
127.0,0.03208039,0.8768968,0.90946873,1.00479,-0.50021,0.22647938,0.49352062,0.0838083,0.1961917
128.0,0.03055275,0.8768968,0.90267947,1.00479,-0.50021,0.22647938,0.49352062,0.08380786,0.19619214
129.0,0.02909786,0.86818205,0.90604508,1.00479,-0.50021,0.22647938,0.49352062,0.08380788,0.19619212
130.0,0.02771224,0.86818205,0.8970624,1.00479,-0.50021,0.22647938,0.49352062,0.08380833,0.19619167
131.0,0.02639261,0.86818205,0.89460034,1.00479,-0.50021,0.22647938,0.49352062,0.08380852,0.19619148
132.0,0.02513582,0.86113307,0.88569384,1.00479,-0.50021,0.22647938,0.49352062,0.08380826,0.19619174
133.0,0.02393888,0.85467325,0.87380669,1.00479,-0.50021,0.22647938,0.49352062,0.08380814,0.19619186
134.0,0.02279893,0.8529297,0.87152941,1.00479,-0.50021,0.22647938,0.49352062,0.08380801,0.19619199
135.0,0.02171327,0.85038227,0.86655025,1.00479,-0.50021,0.22647938,0.49352062,0.08380821,0.19619179
136.0,0.0206793,0.84480631,0.86460012,1.00479,-0.50021,0.22647938,0.49352062,0.08380818,0.19619182
137.0,0.01969457,0.83285968,0.86025447,1.00479,-0.50021,0.22647938,0.49352062,0.08380833,0.19619167
138.0,0.01875674,0.83285968,0.85416603,1.00479,-0.50021,0.22647938,0.49352062,0.08380806,0.19619194
139.0,0.01786356,0.83188094,0.8519245,1.00479,-0.50021,0.22647938,0.49352062,0.08380794,0.19619206
140.0,0.01701291,0.83055604,0.84503898,1.00479,-0.50021,0.22647938,0.49352062,0.08380811,0.19619189
141.0,0.01620277,0.8254136,0.85051812,1.00479,-0.50021,0.22647938,0.49352062,0.08380806,0.19619194
142.0,0.01543121,0.8242961,0.83952437,1.00479,-0.50021,0.22647938,0.49352062,0.08380821,0.19619179
143.0,0.01469639,0.8242961,0.84246456,1.00479,-0.50021,0.22647938,0.49352062,0.08380823,0.19619177
144.0,0.01399657,0.81979346,0.83468648,1.00479,-0.50021,0.22647938,0.49352062,0.08380819,0.19619181
145.0,0.01333006,0.81588676,0.82952644,1.00479,-0.50021,0.22647938,0.49352062,0.08380802,0.19619198
146.0,0.0126953,0.81384584,0.83189984,1.00479,-0.50021,0.22647938,0.49352062,0.08380829,0.19619171
147.0,0.01209076,0.8137232,0.82404246,1.00479,-0.50021,0.22647938,0.49352062,0.08380803,0.19619197
148.0,0.01151501,0.80396044,0.81850631,1.00479,-0.50021,0.22647938,0.49352062,0.08380807,0.19619193
149.0,0.01096668,0.80313123,0.82255899,1.00479,-0.50021,0.22647938,0.49352062,0.08380817,0.19619183
150.0,0.01044445,0.80118476,0.81288667,1.00479,-0.50021,0.22647938,0.49352062,0.0838082,0.1961918
151.0,0.0099471,0.79827639,0.80968442,1.00479,-0.50021,0.22647938,0.49352062,0.08380807,0.19619193
152.0,0.00947343,0.79258889,0.80947551,1.00479,-0.50021,0.22647938,0.49352062,0.08380822,0.19619178
153.0,0.00902231,0.79258889,0.80540095,1.00479,-0.50021,0.22647938,0.49352062,0.08380805,0.19619195
154.0,0.00859268,0.79258889,0.80269561,1.00479,-0.50021,0.22647938,0.49352062,0.08380822,0.19619178
155.0,0.0081835,0.78849724,0.7965733,1.00479,-0.50021,0.22647938,0.49352062,0.08380799,0.19619201
156.0,0.00779381,0.78778111,0.79396612,1.00479,-0.50021,0.22647938,0.49352062,0.08380817,0.19619183
157.0,0.00742268,0.7867655,0.79761985,1.00479,-0.50021,0.22647938,0.49352062,0.08380805,0.19619195
158.0,0.00706922,0.78513952,0.79256859,1.00479,-0.50021,0.22647938,0.49352062,0.08380795,0.19619205
159.0,0.00673259,0.78037867,0.78950278,1.00479,-0.50021,0.22647938,0.49352062,0.08380813,0.19619187
160.0,0.00641199,0.77954337,0.78711201,1.00479,-0.50021,0.22647938,0.49352062,0.08380813,0.19619187
161.0,0.00610666,0.77954337,0.7866474,1.00479,-0.50021,0.22647938,0.49352062,0.08380808,0.19619192
162.0,0.00581586,0.77954337,0.78571192,1.00479,-0.50021,0.22647938,0.49352062,0.08380805,0.19619195
163.0,0.00553892,0.77698504,0.78256135,1.00479,-0.50021,0.22647938,0.49352062,0.083808,0.196192
164.0,0.00527516,0.77280299,0.7788748,1.00479,-0.50021,0.22647938,0.49352062,0.0838081,0.1961919
165.0,0.00502396,0.77280299,0.77644828,1.00479,-0.50021,0.22647938,0.49352062,0.08380808,0.19619192
166.0,0.00478472,0.77153182,0.77851168,1.00479,-0.50021,0.22647938,0.49352062,0.08380801,0.19619199
167.0,0.00455688,0.76729759,0.77201617,1.00479,-0.50021,0.22647938,0.49352062,0.08380803,0.19619197
168.0,0.00433989,0.76258297,0.76754397,1.00479,-0.50021,0.22647938,0.49352062,0.0838081,0.1961919
169.0,0.00413322,0.76241046,0.76797943,1.00479,-0.50021,0.22647938,0.49352062,0.08380809,0.19619191
170.0,0.0039364,0.76241046,0.76849802,1.00479,-0.50021,0.22647938,0.49352062,0.08380812,0.19619188
171.0,0.00374896,0.76222759,0.76677081,1.00479,-0.50021,0.22647938,0.49352062,0.08380799,0.19619201
172.0,0.00357043,0.75825393,0.76224157,1.00479,-0.50021,0.22647938,0.49352062,0.08380806,0.19619194
173.0,0.00340041,0.75716864,0.76106826,1.00479,-0.50021,0.22647938,0.49352062,0.08380804,0.19619196
174.0,0.00323849,0.75535053,0.75923149,1.00479,-0.50021,0.22647938,0.49352062,0.08380809,0.19619191
175.0,0.00308428,0.75535053,0.75975817,1.00479,-0.50021,0.22647938,0.49352062,0.08380805,0.19619195
176.0,0.00293741,0.75311168,0.75837531,1.00479,-0.50021,0.22647938,0.49352062,0.08380814,0.19619186
177.0,0.00279753,0.75311168,0.75623415,1.00479,-0.50021,0.22647938,0.49352062,0.08380807,0.19619193
178.0,0.00266431,0.75013803,0.75472022,1.00479,-0.50021,0.22647938,0.49352062,0.08380812,0.19619188
179.0,0.00253744,0.74864896,0.75197433,1.00479,-0.50021,0.22647938,0.49352062,0.08380805,0.19619195
180.0,0.00241661,0.74818645,0.75103275,1.00479,-0.50021,0.22647938,0.49352062,0.08380805,0.19619195
181.0,0.00230153,0.74693034,0.74900901,1.00479,-0.50021,0.22647938,0.49352062,0.08380807,0.19619193
182.0,0.00219194,0.74535042,0.74912089,1.00479,-0.50021,0.22647938,0.49352062,0.08380809,0.19619191
183.0,0.00208756,0.74477762,0.74831943,1.00479,-0.50021,0.22647938,0.49352062,0.0838081,0.1961919
184.0,0.00198815,0.74207205,0.7453857,1.00479,-0.50021,0.22647938,0.49352062,0.0838081,0.1961919
185.0,0.00189348,0.74193687,0.74391583,1.00479,-0.50021,0.22647938,0.49352062,0.08380802,0.19619198
186.0,0.00180331,0.74154816,0.74375614,1.00479,-0.50021,0.22647938,0.49352062,0.08380804,0.19619196
187.0,0.00171744,0.73859207,0.74029624,1.00479,-0.50021,0.22647938,0.49352062,0.08380798,0.19619202
188.0,0.00163566,0.73859207,0.74100491,1.00479,-0.50021,0.22647938,0.49352062,0.08380808,0.19619192
189.0,0.00155777,0.73732235,0.73998884,1.00479,-0.50021,0.22647938,0.49352062,0.08380809,0.19619191
190.0,0.00148359,0.73641385,0.73865863,1.00479,-0.50021,0.22647938,0.49352062,0.08380804,0.19619196
191.0,0.00141294,0.73590234,0.73732318,1.00479,-0.50021,0.22647938,0.49352062,0.083808,0.196192
192.0,0.00134566,0.73558789,0.73705086,1.00479,-0.50021,0.22647938,0.49352062,0.08380803,0.19619197
193.0,0.00128158,0.7344879,0.73625391,1.00479,-0.50021,0.22647938,0.49352062,0.0838081,0.1961919
194.0,0.00122055,0.73285857,0.73424704,1.00479,-0.50021,0.22647938,0.49352062,0.08380804,0.19619196
195.0,0.00116243,0.73264675,0.73395799,1.00479,-0.50021,0.22647938,0.49352062,0.08380803,0.19619197
196.0,0.00110708,0.73082178,0.73226069,1.00479,-0.50021,0.22647938,0.49352062,0.08380807,0.19619193
197.0,0.00105436,0.73020838,0.7330903,1.00479,-0.50021,0.22647938,0.49352062,0.08380805,0.19619195
198.0,0.00100415,0.73020838,0.73174592,1.00479,-0.50021,0.22647938,0.49352062,0.08380808,0.19619192
199.0,0.00095633,0.73020838,0.73192002,1.00479,-0.50021,0.22647938,0.49352062,0.08380811,0.19619189
200.0,0.0009108,0.72894461,0.72994922,1.00479,-0.50021,0.22647938,0.49352062,0.08380809,0.19619191
