j,theta,chi2_min,chi2_avg,chi2_sigma,w_edge_R,w_n0_R,n0_R,eps_R,w_edge_R_sigma,w_n0_R_sigma,n0_R_sigma,w_edge_L,w_n0_L,n0_L,eps_L,w_edge_L_sigma,w_n0_L_sigma,n0_L_sigma,
0,0.18301112,1.241461965029199,1.2889890662210082,0.0026511815092962955,-1.0263329745959637, -0.6687800058444371,0.75,0.5,0.0006743947060364005, 0.0009856010486317904,0.0,1.5741917037404023, -0.2332819657784911,0.75,0.5,0.002375325265836506, 0.0005436728869431338,0.0
