j,theta,chi2_min,chi2_avg,chi2_sigma,edge_R,wn0_R,n0_R,eps_R,edge_R_sigma,wn0_R_sigma,n0_R_sigma,edge_L,wn0_L,n0_L,eps_L,edge_L_sigma,wn0_L_sigma,n0_L_sigma,wc0,w_cf
0,10.0,183006.93750942496,341388.92895639956,16364.358389708297,-1.2949180237360791, -0.68666827060156,0.5506696147409794,0.6422631315884432,0.00038816420078294244, 0.04167031212669895,0.026716290634521928,3.343286281962608, 3.240215622885272,0.5148774875948271,0.16753861133024214,0.03048802256048091, 0.020253086649936827,0.017207494318912726,0.0,0.0
1,10.0,38820.18738219705,115285.28407786708,12176.83978296896,-1.2964955131749847, -0.6728059503511946,0.49528974038577606,0.029381357619977955,0.00014715514862600898, 0.03346315283233077,0.0096386895134797,3.131742080239762, 2.8848996266659976,0.511026526736022,0.3755719537705304,0.0017387286924724374, 0.022037325937254913,0.009918299224762145,0.0,0.0
2,9.52380952,47.84301604641377,6131.775543173624,2080.8193558632433,-1.3680640135567892, -0.5687041274733554,0.4990053042037406,0.8604602285650855,0.013012475696529208, 0.03622764290283268,0.009357385335580701,3.089076249991211, 2.675495908655051,0.4935219241052695,0.35157654627668367,0.0021210926194605044, 0.009522038182623581,0.01014434672476075,0.0,0.0
3,9.07029478,3.544184746762473,12.507833798616105,2.5376762487933773,-1.4513737265193423, -0.5404350690191988,0.4911642995204998,0.7451110194211976,0.0027340847610157763, 0.025017732086395326,0.006482491309134951,2.9019510299462636, 2.5808486139015705,0.5082755372657685,0.1464851427535992,0.019947709467305445, 0.008409261761642847,0.009305601461490872,0.0,0.0
4,8.63837599,3.2269851089846617,5.226395270947949,0.11853414966486572,-1.4630805965466125, -0.4948902076613465,0.5078775678899692,0.9813628073563813,0.0012492213299125378, 0.038366607565649934,0.009330490813884963,2.846996294039601, 2.5834690705960055,0.4957063960441165,0.7314903013646098,0.0019304008462053457, 0.006520088356932655,0.007325002514364816,0.0,0.0
5,8.22702475,3.2269851089846617,6.320161678930041,0.20517335168766312,-1.456619329590106, -0.5031056697417997,0.5044891105551088,0.05781590876153242,0.0011786144256137542, 0.04222710362086848,0.01148826941431663,2.857393657532147, 2.573587831660045,0.5021358212251099,0.02201821419205585,0.0017983794454309893, 0.008702191038984413,0.009130916288860024,0.0,0.0
6,7.83526166,3.2269851089846617,6.027981717337921,0.17778493488941763,-1.4576848562314924, -0.4917340484018304,0.5061794854002072,0.3127551725472767,0.0005302446704466144, 0.03290847797098943,0.0077107097248692155,2.8539291790247097, 2.586394640449227,0.488561884455498,0.5410934304802599,0.002156662832040872, 0.00689414111613949,0.007248979784784504,0.0,0.0
7,7.46215397,3.2269851089846617,6.277247656625805,0.14887186654191645,-1.4635433141855358, -0.5168889880735742,0.49721905046633363,0.4234875666545477,0.0016917813708583686, 0.04517272383014776,0.010523081644670102,2.8547819564348447, 2.5750028964287455,0.5014982387572356,0.4518779911292667,0.001550812175643427, 0.006539390161345545,0.006744646480949442,0.0,0.0
8,7.1068133,3.2269851089846617,6.126442646334544,0.1089819507140942,-1.4650925119512528, -0.4521720498252275,0.5148898244603648,0.4819704099998542,0.0010264166148894391, 0.04743962297139966,0.011748902311386838,2.8650702962868264, 2.5762507262606045,0.49668694675918224,0.10740735952974023,0.0016605647789406572, 0.011535487050371671,0.012401790089974236,0.0,0.0
9,6.76839362,3.0030738885041877,5.652402333631473,0.2369291162474929,-1.4624384926092304, -0.525528832539821,0.49668684525157103,0.23968793190709825,0.0013030739562657138, 0.027212061767397332,0.006423105195945632,2.842717761900164, 2.582518391224586,0.49905575547287223,0.9059786136607884,0.0020416256822975896, 0.008061726597264396,0.00922183386683885,0.0,0.0
