omega,S,S_p,S_c
-14.99,7.079941832591702e-5,0.0,7.079941832591702e-5
-14.985,6.809680283425736e-5,0.0,6.809680283425736e-5
-14.98,6.670387208122103e-5,0.0,6.670387208122103e-5
-14.975,6.657501761449885e-5,0.0,6.657501761449885e-5
-14.97,6.40561731330048e-5,0.0,6.40561731330048e-5
-14.965,6.311951712808523e-5,0.0,6.311951712808523e-5
-14.96,6.280916560406902e-5,0.0,6.280916560406902e-5
-14.955,6.754218934296573e-5,0.0,6.754218934296573e-5
-14.950000000000001,6.969644654100082e-5,0.0,6.969644654100082e-5
-14.945,6.277532856606294e-5,0.0,6.277532856606294e-5
-14.94,6.89664669204125e-5,0.0,6.89664669204125e-5
-14.935,6.660776638600687e-5,0.0,6.660776638600687e-5
-14.93,6.493910709454648e-5,0.0,6.493910709454648e-5
-14.925,6.446650717091243e-5,0.0,6.446650717091243e-5
-14.92,6.457161719875086e-5,0.0,6.457161719875086e-5
-14.915000000000001,6.553152498787847e-5,0.0,6.553152498787847e-5
-14.91,7.332747639919307e-5,0.0,7.332747639919307e-5
-14.905000000000001,6.421018360368093e-5,0.0,6.421018360368093e-5
-14.9,6.694970077820199e-5,0.0,6.694970077820199e-5
-14.895,6.679411272877395e-5,0.0,6.679411272877395e-5
-14.89,6.860054059181261e-5,0.0,6.860054059181261e-5
-14.885,7.17586632672207e-5,0.0,7.17586632672207e-5
-14.88,6.768341466242046e-5,0.0,6.768341466242046e-5
-14.875,7.135204855514737e-5,0.0,7.135204855514737e-5
-14.870000000000001,6.540490121010653e-5,0.0,6.540490121010653e-5
-14.865,6.634840853216535e-5,0.0,6.634840853216535e-5
-14.86,6.662889539109212e-5,0.0,6.662889539109212e-5
-14.855,6.66438954295158e-5,0.0,6.66438954295158e-5
-14.85,6.849985792933717e-5,0.0,6.849985792933717e-5
-14.845,6.527137097344449e-5,0.0,6.527137097344449e-5
-14.84,6.503663403144869e-5,0.0,6.503663403144869e-5
-14.835,7.067303311473428e-5,0.0,7.067303311473428e-5
-14.83,6.901458910638123e-5,0.0,6.901458910638123e-5
-14.825000000000001,7.171389125516202e-5,0.0,7.171389125516202e-5
-14.82,6.888651565104613e-5,0.0,6.888651565104613e-5
-14.815,6.832902889191213e-5,0.0,6.832902889191213e-5
-14.81,6.946626345509729e-5,0.0,6.946626345509729e-5
-14.805,6.949327872474032e-5,0.0,6.949327872474032e-5
-14.8,6.95799025737133e-5,0.0,6.95799025737133e-5
-14.795,7.121865406390161e-5,0.0,7.121865406390161e-5
-14.790000000000001,7.352021081922674e-5,0.0,7.352021081922674e-5
-14.785,6.831181156567602e-5,0.0,6.831181156567602e-5
-14.780000000000001,7.253227953442527e-5,0.0,7.253227953442527e-5
-14.775,6.632202242267731e-5,0.0,6.632202242267731e-5
-14.77,6.875753591589915e-5,0.0,6.875753591589915e-5
-14.765,7.247493427360502e-5,0.0,7.247493427360502e-5
-14.76,6.822012887709886e-5,0.0,6.822012887709886e-5
-14.755,7.031857806024084e-5,0.0,7.031857806024084e-5
-14.75,7.629245002685352e-5,0.0,7.629245002685352e-5
-14.745000000000001,6.651738606648419e-5,0.0,6.651738606648419e-5
-14.74,7.218246972211878e-5,0.0,7.218246972211878e-5
-14.735,7.379641720960769e-5,0.0,7.379641720960769e-5
-14.73,7.306056772455584e-5,0.0,7.306056772455584e-5
-14.725,7.07867867094699e-5,0.0,7.07867867094699e-5
-14.72,6.81673053427615e-5,0.0,6.81673053427615e-5
-14.715,7.013635273848105e-5,0.0,7.013635273848105e-5
-14.71,6.89605886082765e-5,0.0,6.89605886082765e-5
-14.705,7.507269838776174e-5,0.0,7.507269838776174e-5
-14.700000000000001,7.045686191225133e-5,0.0,7.045686191225133e-5
-14.695,7.517771377051318e-5,0.0,7.517771377051318e-5
-14.69,7.106018435030015e-5,0.0,7.106018435030015e-5
-14.685,7.543982695953063e-5,0.0,7.543982695953063e-5
-14.68,7.495260093050204e-5,0.0,7.495260093050204e-5
-14.675,7.637386360519445e-5,0.0,7.637386360519445e-5
-14.67,7.310787416221775e-5,0.0,7.310787416221775e-5
-14.665000000000001,7.639868745472369e-5,0.0,7.639868745472369e-5
-14.66,7.429451244199501e-5,0.0,7.429451244199501e-5
-14.655000000000001,7.275324295786468e-5,0.0,7.275324295786468e-5
-14.65,7.233938349944937e-5,0.0,7.233938349944937e-5
-14.645,7.831451218601415e-5,0.0,7.831451218601415e-5
-14.64,6.818560276520763e-5,0.0,6.818560276520763e-5
-14.635,7.718400117986331e-5,0.0,7.718400117986331e-5
-14.63,7.130090653764936e-5,0.0,7.130090653764936e-5
-14.625,7.668832974291931e-5,0.0,7.668832974291931e-5
-14.620000000000001,7.387887332824466e-5,0.0,7.387887332824466e-5
-14.615,7.445071112228394e-5,0.0,7.445071112228394e-5
-14.61,7.550053153779917e-5,0.0,7.550053153779917e-5
-14.605,7.336744795417368e-5,0.0,7.336744795417368e-5
-14.6,7.517921252022373e-5,0.0,7.517921252022373e-5
-14.595,7.697013136745578e-5,0.0,7.697013136745578e-5
-14.59,7.880447240514076e-5,0.0,7.880447240514076e-5
-14.585,7.42591502332995e-5,0.0,7.42591502332995e-5
-14.58,7.545932007139594e-5,0.0,7.545932007139594e-5
-14.575000000000001,7.094045391782243e-5,0.0,7.094045391782243e-5
-14.57,7.322771087152367e-5,0.0,7.322771087152367e-5
-14.565,7.567593798712432e-5,0.0,7.567593798712432e-5
-14.56,7.484801573858663e-5,0.0,7.484801573858663e-5
-14.555,7.544804594158115e-5,0.0,7.544804594158115e-5
-14.55,7.738855294715162e-5,0.0,7.738855294715162e-5
-14.545,7.069885063744738e-5,0.0,7.069885063744738e-5
-14.540000000000001,7.345457646305416e-5,0.0,7.345457646305416e-5
-14.535,7.275166826209806e-5,0.0,7.275166826209806e-5
-14.530000000000001,6.841407739349428e-5,0.0,6.841407739349428e-5
-14.525,7.242021893067162e-5,0.0,7.242021893067162e-5
-14.52,7.170570157931707e-5,0.0,7.170570157931707e-5
-14.515,7.557749582451698e-5,0.0,7.557749582451698e-5
-14.51,7.452485400208885e-5,0.0,7.452485400208885e-5
-14.505,7.395933688456666e-5,0.0,7.395933688456666e-5
-14.5,7.476550357224656e-5,0.0,7.476550357224656e-5
-14.495000000000001,7.54840729837136e-5,0.0,7.54840729837136e-5
-14.49,7.746315916346256e-5,0.0,7.746315916346256e-5
-14.485,7.753210884196432e-5,0.0,7.753210884196432e-5
-14.48,8.020642396310099e-5,0.0,8.020642396310099e-5
-14.475,7.932427152361673e-5,0.0,7.932427152361673e-5
-14.47,7.72277873318215e-5,0.0,7.72277873318215e-5
-14.465,7.796465329752071e-5,0.0,7.796465329752071e-5
-14.46,8.399409175164085e-5,0.0,8.399409175164085e-5
-14.455,8.094895477943589e-5,0.0,8.094895477943589e-5
-14.450000000000001,7.427134144748798e-5,0.0,7.427134144748798e-5
-14.445,7.95774422634489e-5,0.0,7.95774422634489e-5
-14.44,8.122501768013357e-5,0.0,8.122501768013357e-5
-14.435,8.186237610323118e-5,0.0,8.186237610323118e-5
-14.43,8.130979872864204e-5,0.0,8.130979872864204e-5
-14.425,7.727813821500403e-5,0.0,7.727813821500403e-5
-14.42,7.895388745215097e-5,0.0,7.895388745215097e-5
-14.415000000000001,7.913253089312219e-5,0.0,7.913253089312219e-5
-14.41,7.857038152421046e-5,0.0,7.857038152421046e-5
-14.405000000000001,7.800395831814277e-5,0.0,7.800395831814277e-5
-14.4,7.783958628863447e-5,0.0,7.783958628863447e-5
-14.395,8.006742722184215e-5,0.0,8.006742722184215e-5
-14.39,8.37422763755677e-5,0.0,8.37422763755677e-5
-14.385,7.793383187597724e-5,0.0,7.793383187597724e-5
