i,a,theta,chi2_min,chi2_avg,edge_p,edge_n,sigma_edge_p,sigma_edge_n,Ap_p,Ap_n,Ac_p,Ac_n
0.0,0.2643,0.0247,0.7485,0.7938,0.8808,-0.8704,0.0,0.0003,0.5916,0.1084,0.1714,0.1286
