j,theta,chi2_min,chi2_avg,chi2_sigma,w_edge_R,w_n0_R,n0_R,eps_R,w_edge_R_sigma,w_n0_R_sigma,n0_R_sigma,w_edge_L,w_n0_L,n0_L,eps_L,w_edge_L_sigma,w_n0_L_sigma,n0_L_sigma,
0,0.27039077,1.2075967463617645,1.250027227610415,0.0029170422951831005,-1.0255521059293684, -0.6566319679593688,0.75,0.5,0.0012224675564619814, 0.0008846625504772887,0.0,1.5524658528066966, -0.19266726394637101,0.75,0.5,0.003985882550690839, 0.0007890426036619844,0.0
