i,ar_pcont1,ar_pcont2,ar_pcont3,ar_ncont1,ar_ncont2,ar_ncont3,∆w_pcont1,∆w_pcont2,∆w_ncont1,∆w_ncont2,ar_ppeak,ar_npeak,∆w_ppeak,∆w_npeak,ar_wAc,ar_wAp,ar_Ap,∆w_Ac,∆w_Ap,∆Ap
1.0,0.5465,0.5342,0.5436,0.4587,0.5121,0.395,9.20432024,13.25422114,6.39188905,7.67026686,0.4801,0.5176,0.00362408,0.00040647,0.4572,0.5321,0.483,2.56875685,0.00033872,0.00084285
2.0,0.4894,0.5403,0.5495,0.4896,0.4943,0.4144,11.04518428,13.25422114,5.32657421,7.67026686,0.475,0.5039,0.0043489,0.00040647,0.4829,0.503,0.4521,2.14063071,0.00033872,0.00084285
3.0,0.4915,0.5415,0.5471,0.4857,0.4929,0.4296,11.04518428,13.25422114,5.32657421,7.67026686,0.4614,0.4965,0.00521868,0.00040647,0.4781,0.487,0.5166,2.14063071,0.00033872,0.00070237
4.0,0.4919,0.5421,0.5436,0.4896,0.5005,0.4367,11.04518428,13.25422114,5.32657421,7.67026686,0.464,0.48,0.00626242,0.00040647,0.4792,0.4697,0.4858,2.14063071,0.00033872,0.00070237
5.0,0.4929,0.542,0.5462,0.4903,0.503,0.4436,11.04518428,13.25422114,5.32657421,7.67026686,0.4991,0.4718,0.00626242,0.00040647,0.4808,0.5213,0.4763,2.14063071,0.00028227,0.00070237
6.0,0.4959,0.5455,0.5457,0.4965,0.5113,0.4473,11.04518428,13.25422114,5.32657421,7.67026686,0.5337,0.5306,0.00626242,0.00033872,0.4821,0.5087,0.5495,2.14063071,0.00028227,0.00058531
7.0,0.4936,0.5401,0.5388,0.5007,0.5203,0.4536,11.04518428,13.25422114,5.32657421,7.67026686,0.4826,0.5142,0.0075149,0.00033872,0.486,0.4818,0.52,2.14063071,0.00028227,0.00058531
8.0,0.4909,0.5373,0.5373,0.508,0.5291,0.4566,11.04518428,13.25422114,5.32657421,7.67026686,0.5045,0.5163,0.0075149,0.00033872,0.4934,0.4866,0.5131,2.14063071,0.00028227,0.00058531
9.0,0.4942,0.5405,0.5394,0.5112,0.5366,0.4642,11.04518428,13.25422114,5.32657421,7.67026686,0.4635,0.4986,0.0075149,0.00033872,0.4951,0.4745,0.4974,2.14063071,0.00028227,0.00058531
10.0,0.4934,0.536,0.5332,0.5189,0.548,0.4725,11.04518428,13.25422114,5.32657421,7.67026686,0.5309,0.4943,0.00626242,0.00033872,0.5008,0.5288,0.4865,2.14063071,0.00023522,0.00058531
11.0,0.4906,0.5325,0.5264,0.5261,0.4729,0.476,11.04518428,13.25422114,5.32657421,9.20432024,0.5245,0.4863,0.00626242,0.00033872,0.5043,0.5279,0.4785,2.14063071,0.00023522,0.00058531
12.0,0.4877,0.5278,0.5219,0.5467,0.4988,0.4836,11.04518428,13.25422114,5.32657421,9.20432024,0.4918,0.4793,0.0075149,0.00033872,0.5217,0.5123,0.4598,2.14063071,0.00023522,0.00058531
13.0,0.4846,0.522,0.5139,0.5039,0.5158,0.4906,11.04518428,13.25422114,6.39188905,9.20432024,0.5389,0.4712,0.00626242,0.00033872,0.5307,0.507,0.5438,2.14063071,0.00023522,0.00048776
14.0,0.4815,0.5149,0.5064,0.5234,0.5462,0.4989,11.04518428,13.25422114,6.39188905,9.20432024,0.4942,0.5229,0.0075149,0.00028227,0.5465,0.4925,0.5261,2.14063071,0.00023522,0.00048776
15.0,0.4788,0.506,0.491,0.5425,0.4841,0.5132,11.04518428,13.25422114,6.39188905,11.04518428,0.4917,0.5166,0.0075149,0.00028227,0.5125,0.4833,0.5112,2.56875685,0.00023522,0.00048776
16.0,0.4652,0.4856,0.4689,0.5194,0.5275,0.5271,11.04518428,13.25422114,7.67026686,11.04518428,0.4932,0.5111,0.0075149,0.00028227,0.535,0.4727,0.4943,2.56875685,0.00023522,0.00048776
17.0,0.4475,0.459,0.4472,0.5507,0.4773,0.5478,11.04518428,13.25422114,7.67026686,13.25422114,0.4996,0.504,0.00626242,0.00028227,0.5501,0.4811,0.4981,2.56875685,0.00023522,0.00048776
18.0,0.4866,0.526,0.4389,0.526,0.5192,0.5706,9.20432024,11.04518428,9.20432024,13.25422114,0.4469,0.5028,0.00521868,0.00028227,0.5174,0.4878,0.5106,3.08250822,0.00023522,0.00048776
19.0,0.4809,0.5211,0.4494,0.5372,0.5304,0.5731,9.20432024,11.04518428,9.20432024,13.25422114,0.5138,0.4974,0.00302007,0.00028227,0.5193,0.4933,0.5269,3.08250822,0.00023522,0.00048776
20.0,0.4853,0.5334,0.4684,0.5466,0.5387,0.5771,9.20432024,11.04518428,9.20432024,13.25422114,0.4772,0.4933,0.00251672,0.00028227,0.5271,0.5008,0.5355,3.08250822,0.00023522,0.00048776
21.0,0.5028,0.474,0.4988,0.5425,0.5324,0.5614,9.20432024,13.25422114,9.20432024,13.25422114,0.4647,0.5006,0.00209727,0.00028227,0.5409,0.5183,0.5542,3.08250822,0.00023522,0.00048776
22.0,0.5236,0.5057,0.5341,0.537,0.5178,0.5396,9.20432024,13.25422114,9.20432024,13.25422114,0.4625,0.4919,0.00174773,0.00028227,0.5062,0.5188,0.4715,3.69900987,0.00023522,0.00058531
23.0,0.5533,0.552,0.586,0.5201,0.4896,0.5045,9.20432024,13.25422114,9.20432024,13.25422114,0.4727,0.4963,0.00145644,0.00028227,0.5151,0.524,0.4769,3.69900987,0.00023522,0.00058531
24.0,0.5207,0.4964,0.6299,0.4918,0.4501,0.4668,11.04518428,15.90506537,9.20432024,13.25422114,0.5165,0.4885,0.0012137,0.00028227,0.5049,0.5111,0.4691,3.69900987,0.00023522,0.00058531
25.0,0.5383,0.5165,0.6511,0.4591,0.4887,0.4388,11.04518428,15.90506537,9.20432024,11.04518428,0.4881,0.4792,0.0012137,0.00028227,0.4713,0.5153,0.467,3.69900987,0.00023522,0.00058531
26.0,0.542,0.5198,0.656,0.4979,0.4714,0.4376,11.04518428,15.90506537,7.67026686,11.04518428,0.4812,0.4686,0.0012137,0.00028227,0.4534,0.5081,0.4537,3.69900987,0.00023522,0.00058531
27.0,0.5404,0.5156,0.6517,0.4805,0.4499,0.4249,11.04518428,15.90506537,7.67026686,11.04518428,0.4733,0.4706,0.0012137,0.00028227,0.4801,0.5012,0.5357,3.08250822,0.00023522,0.00048776
28.0,0.5441,0.5203,0.6572,0.4721,0.5215,0.4258,11.04518428,15.90506537,7.67026686,9.20432024,0.5368,0.5232,0.00101142,0.00023522,0.4707,0.5001,0.5194,3.08250822,0.00023522,0.00048776
29.0,0.5457,0.5214,0.6576,0.4601,0.5045,0.4231,11.04518428,15.90506537,7.67026686,9.20432024,0.5218,0.5124,0.00101142,0.00023522,0.4569,0.4804,0.5062,3.08250822,0.00023522,0.00048776
30.0,0.5388,0.5144,0.6522,0.4983,0.4906,0.4224,11.04518428,15.90506537,6.39188905,9.20432024,0.5228,0.5058,0.00101142,0.00023522,0.4878,0.4836,0.5004,2.56875685,0.00023522,0.00048776
31.0,0.5402,0.5143,0.6511,0.4891,0.4803,0.4215,11.04518428,15.90506537,6.39188905,9.20432024,0.5081,0.4934,0.00101142,0.00023522,0.478,0.5398,0.4879,2.56875685,0.00019602,0.00048776
32.0,0.5423,0.5184,0.6523,0.4753,0.4619,0.4175,11.04518428,15.90506537,6.39188905,9.20432024,0.4962,0.4926,0.00101142,0.00023522,0.4622,0.5271,0.4786,2.56875685,0.00019602,0.00048776
33.0,0.5415,0.5159,0.6512,0.4695,0.4523,0.4082,11.04518428,15.90506537,6.39188905,9.20432024,0.4777,0.479,0.00101142,0.00023522,0.4566,0.5216,0.4692,2.56875685,0.00019602,0.00048776
34.0,0.5374,0.5121,0.6474,0.4648,0.5276,0.4083,11.04518428,15.90506537,6.39188905,7.67026686,0.465,0.5255,0.00101142,0.00019602,0.4958,0.5061,0.5469,2.14063071,0.00019602,0.00040647
35.0,0.5385,0.5126,0.6485,0.4502,0.5111,0.4045,11.04518428,15.90506537,6.39188905,7.67026686,0.5251,0.5249,0.00084285,0.00019602,0.4808,0.5017,0.5342,2.14063071,0.00019602,0.00040647
36.0,0.5403,0.5124,0.649,0.4979,0.5084,0.4056,11.04518428,15.90506537,5.32657421,7.67026686,0.5255,0.5145,0.00084285,0.00019602,0.481,0.4958,0.5261,2.14063071,0.00019602,0.00040647
37.0,0.5406,0.514,0.6492,0.4982,0.5071,0.3964,11.04518428,15.90506537,5.32657421,7.67026686,0.514,0.4383,0.00084285,0.00023522,0.4805,0.4824,0.5087,2.14063071,0.00019602,0.00040647
38.0,0.5406,0.5133,0.6479,0.4893,0.4979,0.3979,11.04518428,15.90506537,5.32657421,7.67026686,0.4934,0.5031,0.00084285,0.00019602,0.4705,0.4764,0.4974,2.14063071,0.00019602,0.00040647
39.0,0.5393,0.5123,0.6492,0.4853,0.4908,0.3967,11.04518428,15.90506537,5.32657421,7.67026686,0.5038,0.4953,0.00084285,0.00019602,0.4692,0.5316,0.4872,2.14063071,0.00016335,0.00040647
40.0,0.5376,0.5122,0.6457,0.4812,0.482,0.3827,11.04518428,15.90506537,5.32657421,7.67026686,0.4819,0.4836,0.00084285,0.00019602,0.463,0.518,0.4751,2.14063071,0.00016335,0.00040647
41.0,0.5382,0.51,0.647,0.472,0.4733,0.3886,11.04518428,15.90506537,5.32657421,7.67026686,0.472,0.4625,0.00084285,0.00019602,0.4522,0.5043,0.4527,2.14063071,0.00016335,0.00040647
42.0,0.5354,0.5084,0.6468,0.4663,0.4686,0.3919,11.04518428,15.90506537,5.32657421,7.67026686,0.5226,0.4651,0.00070237,0.00019602,0.4923,0.5055,0.4553,1.78385893,0.00016335,0.00040647
43.0,0.5325,0.5053,0.6423,0.46,0.46,0.382,11.04518428,15.90506537,5.32657421,7.67026686,0.5142,0.5196,0.00070237,0.00016335,0.4897,0.5025,0.5303,1.78385893,0.00016335,0.00033872
44.0,0.5359,0.5097,0.6446,0.4569,0.4557,0.3836,11.04518428,15.90506537,5.32657421,7.67026686,0.5112,0.508,0.00070237,0.00016335,0.4843,0.486,0.5119,1.78385893,0.00016335,0.00033872
45.0,0.536,0.5092,0.6446,0.4495,0.5289,0.3845,11.04518428,15.90506537,5.32657421,6.39188905,0.4976,0.5076,0.00070237,0.00016335,0.4764,0.4842,0.5092,1.78385893,0.00016335,0.00033872
46.0,0.5352,0.5065,0.6446,0.4892,0.5167,0.379,11.04518428,15.90506537,4.43881184,6.39188905,0.4908,0.4995,0.00070237,0.00016335,0.4711,0.4726,0.4987,1.78385893,0.00016335,0.00033872
47.0,0.5368,0.5102,0.646,0.4884,0.5137,0.3696,11.04518428,15.90506537,4.43881184,6.39188905,0.4769,0.485,0.00070237,0.00016335,0.471,0.5275,0.4824,1.78385893,0.00013612,0.00033872
48.0,0.5353,0.509,0.6446,0.4892,0.5141,0.3707,11.04518428,15.90506537,4.43881184,6.39188905,0.4751,0.4666,0.00070237,0.00016335,0.4723,0.5108,0.463,1.78385893,0.00013612,0.00033872
49.0,0.5375,0.5091,0.6456,0.479,0.5003,0.3637,11.04518428,15.90506537,4.43881184,6.39188905,0.5256,0.5377,0.00058531,0.00013612,0.462,0.5095,0.4599,1.78385893,0.00013612,0.00033872
50.0,0.5357,0.5077,0.6438,0.4695,0.4903,0.361,11.04518428,15.90506537,4.43881184,6.39188905,0.5187,0.5098,0.00058531,0.00013612,0.4548,0.4934,0.5264,1.78385893,0.00013612,0.00028227
51.0,0.528,0.5001,0.6358,0.4648,0.4856,0.3587,11.04518428,15.90506537,4.43881184,6.39188905,0.5105,0.5199,0.00058531,0.00013612,0.4965,0.4928,0.5224,1.4865491,0.00013612,0.00028227
52.0,0.5241,0.497,0.6354,0.4578,0.4744,0.3514,11.04518428,15.90506537,4.43881184,6.39188905,0.4934,0.4978,0.00058531,0.00013612,0.4956,0.48,0.5021,1.4865491,0.00013612,0.00028227
53.0,0.5256,0.4974,0.6342,0.4539,0.4674,0.3472,11.04518428,15.90506537,4.43881184,6.39188905,0.4858,0.4998,0.00058531,0.00013612,0.4911,0.4804,0.4994,1.4865491,0.00013612,0.00028227
54.0,0.5278,0.4991,0.6365,0.4894,0.4591,0.3489,11.04518428,15.90506537,3.69900987,6.39188905,0.4739,0.488,0.00058531,0.00013612,0.4796,0.5306,0.4877,1.4865491,0.00011344,0.00028227
55.0,0.5258,0.4968,0.6335,0.4887,0.4546,0.3383,11.04518428,15.90506537,3.69900987,6.39188905,0.4741,0.4793,0.00058531,0.00013612,0.4836,0.5131,0.4674,1.4865491,0.00011344,0.00028227
56.0,0.526,0.497,0.6334,0.4823,0.5245,0.3386,11.04518428,15.90506537,3.69900987,5.32657421,0.5235,0.526,0.00048776,0.00011344,0.4747,0.5109,0.5557,1.4865491,0.00011344,0.00023522
57.0,0.5256,0.4974,0.6341,0.4792,0.5213,0.3381,11.04518428,15.90506537,3.69900987,5.32657421,0.5067,0.5281,0.00048776,0.00011344,0.4742,0.5026,0.5417,1.4865491,0.00011344,0.00023522
58.0,0.5259,0.498,0.6357,0.4752,0.513,0.3301,11.04518428,15.90506537,3.69900987,5.32657421,0.5002,0.5218,0.00048776,0.00011344,0.4736,0.5037,0.5323,1.4865491,0.00011344,0.00023522
59.0,0.5254,0.4957,0.6349,0.4668,0.5018,0.3259,11.04518428,15.90506537,3.69900987,5.32657421,0.4951,0.5026,0.00048776,0.00011344,0.466,0.4826,0.5117,1.4865491,0.00011344,0.00023522
60.0,0.528,0.4995,0.6363,0.4605,0.4977,0.3292,11.04518428,15.90506537,3.69900987,5.32657421,0.4882,0.5007,0.00048776,0.00011344,0.4581,0.4773,0.5064,1.4865491,0.00011344,0.00023522
61.0,0.5265,0.4975,0.6325,0.4593,0.4938,0.3239,11.04518428,15.90506537,3.69900987,5.32657421,0.4816,0.4974,0.00048776,0.00011344,0.4584,0.529,0.495,1.4865491,9.453e-5,0.00023522
62.0,0.5173,0.4886,0.6257,0.4525,0.4852,0.3181,11.04518428,15.90506537,3.69900987,5.32657421,0.4706,0.4782,0.00048776,0.00011344,0.5004,0.5196,0.4798,1.23879092,9.453e-5,0.00023522
63.0,0.5132,0.4837,0.6201,0.4904,0.476,0.3157,11.04518428,15.90506537,3.08250822,5.32657421,0.5267,0.4749,0.00040647,0.00011344,0.4992,0.5061,0.4642,1.23879092,9.453e-5,0.00023522
64.0,0.5132,0.4841,0.6216,0.485,0.4716,0.3119,11.04518428,15.90506537,3.08250822,5.32657421,0.5176,0.5184,0.00040647,9.453e-5,0.4959,0.5026,0.4548,1.23879092,9.453e-5,0.00023522
65.0,0.5142,0.4852,0.6212,0.4776,0.4624,0.3056,11.04518428,15.90506537,3.08250822,5.32657421,0.5187,0.5183,0.00040647,9.453e-5,0.4882,0.4953,0.5313,1.23879092,9.453e-5,0.00019602
66.0,0.5134,0.4856,0.6235,0.4721,0.4554,0.3019,11.04518428,15.90506537,3.08250822,5.32657421,0.4931,0.4992,0.00040647,9.453e-5,0.4866,0.4796,0.5154,1.23879092,9.453e-5,0.00019602
67.0,0.514,0.4865,0.6213,0.4667,0.5194,0.2943,11.04518428,15.90506537,3.08250822,4.43881184,0.4888,0.4922,0.00040647,9.453e-5,0.4799,0.4673,0.5051,1.23879092,9.453e-5,0.00019602
68.0,0.511,0.4828,0.6214,0.4595,0.5119,0.2966,11.04518428,15.90506537,3.08250822,4.43881184,0.4824,0.4942,0.00040647,9.453e-5,0.4757,0.5201,0.4922,1.23879092,7.878e-5,0.00019602
69.0,0.5149,0.4857,0.6219,0.4615,0.51,0.2906,11.04518428,15.90506537,3.08250822,4.43881184,0.466,0.4814,0.00040647,9.453e-5,0.4745,0.5225,0.4811,1.23879092,7.878e-5,0.00019602
70.0,0.5135,0.4845,0.6225,0.4555,0.4974,0.2806,11.04518428,15.90506537,3.08250822,4.43881184,0.4636,0.4614,0.00040647,9.453e-5,0.4711,0.4932,0.451,1.23879092,7.878e-5,0.00019602
71.0,0.5125,0.4849,0.6215,0.4524,0.4941,0.278,11.04518428,15.90506537,3.08250822,4.43881184,0.5145,0.5261,0.00033872,7.878e-5,0.4693,0.5043,0.5472,1.23879092,7.878e-5,0.00016335
72.0,0.5104,0.4817,0.6197,0.4819,0.4816,0.2779,11.04518428,15.90506537,2.56875685,4.43881184,0.5046,0.5155,0.00033872,7.878e-5,0.4621,0.4934,0.5318,1.23879092,7.878e-5,0.00016335
73.0,0.513,0.4833,0.6232,0.4765,0.4738,0.2722,11.04518428,15.90506537,2.56875685,4.43881184,0.4994,0.4966,0.00033872,7.878e-5,0.4559,0.4804,0.5157,1.23879092,7.878e-5,0.00016335
74.0,0.5105,0.482,0.6212,0.4706,0.4645,0.2685,11.04518428,15.90506537,2.56875685,4.43881184,0.4888,0.5002,0.00033872,7.878e-5,0.4516,0.4829,0.5058,1.23879092,7.878e-5,0.00016335
75.0,0.5024,0.4735,0.6132,0.4684,0.4585,0.2609,11.04518428,15.90506537,2.56875685,4.43881184,0.4774,0.486,0.00033872,7.878e-5,0.4946,0.5271,0.4937,1.03232577,6.565e-5,0.00016335
76.0,0.4959,0.466,0.6061,0.4678,0.5253,0.2539,11.04518428,15.90506537,2.56875685,3.69900987,0.5342,0.4781,0.00028227,7.878e-5,0.499,0.5154,0.4793,1.03232577,6.565e-5,0.00016335
77.0,0.5002,0.4703,0.6082,0.4648,0.5192,0.2514,11.04518428,15.90506537,2.56875685,3.69900987,0.5279,0.5288,0.00028227,6.565e-5,0.4938,0.4978,0.5543,1.03232577,6.565e-5,0.00013612
78.0,0.5016,0.4724,0.6097,0.4569,0.5103,0.2472,11.04518428,15.90506537,2.56875685,3.69900987,0.5182,0.5161,0.00028227,6.565e-5,0.4867,0.5017,0.5479,1.03232577,6.565e-5,0.00013612
79.0,0.4989,0.4688,0.6069,0.451,0.499,0.2417,11.04518428,15.90506537,2.56875685,3.69900987,0.5115,0.5084,0.00028227,6.565e-5,0.4813,0.4875,0.5311,1.03232577,6.565e-5,0.00013612
80.0,0.499,0.4692,0.6088,0.4845,0.494,0.241,11.04518428,15.90506537,2.14063071,3.69900987,0.5016,0.5026,0.00028227,6.565e-5,0.4774,0.4861,0.5205,1.03232577,6.565e-5,0.00013612
81.0,0.4958,0.4672,0.6061,0.4866,0.4928,0.2356,11.04518428,15.90506537,2.14063071,3.69900987,0.4963,0.4839,0.00028227,6.565e-5,0.4816,0.5238,0.4988,1.03232577,5.471e-5,0.00013612
82.0,0.496,0.4659,0.6073,0.4783,0.4818,0.2312,11.04518428,15.90506537,2.14063071,3.69900987,0.4835,0.4844,0.00028227,6.565e-5,0.475,0.5167,0.4902,1.03232577,5.471e-5,0.00013612
83.0,0.498,0.4688,0.6093,0.4809,0.4789,0.225,11.04518428,15.90506537,2.14063071,3.69900987,0.4836,0.4618,0.00028227,6.565e-5,0.4754,0.489,0.4605,1.03232577,5.471e-5,0.00013612
84.0,0.496,0.4676,0.6019,0.471,0.467,0.2199,11.04518428,15.90506537,2.14063071,3.69900987,0.4666,0.5227,0.00028227,5.471e-5,0.4677,0.4961,0.4664,1.03232577,5.471e-5,0.00013612
85.0,0.4996,0.4694,0.6067,0.469,0.4651,0.2217,11.04518428,15.90506537,2.14063071,3.69900987,0.5162,0.5125,0.00023522,5.471e-5,0.4643,0.4955,0.5404,1.03232577,5.471e-5,0.00011344
86.0,0.4953,0.4659,0.6045,0.4638,0.4586,0.2195,11.04518428,15.90506537,2.14063071,3.69900987,0.5099,0.5061,0.00023522,5.471e-5,0.4616,0.4856,0.5266,1.03232577,5.471e-5,0.00011344
