j,ar_cont_s,∆w_cont_s,ar_cont_amp_sw,ar_cont_amp,ar_edge_s,∆w_edge,ar_edge_m,n_clust,ar_edge_amp
0,NaN,NaN,0.0,0.0,0.5059583333333333,0.0006607224048660256,0.5114718614718614,11.96103896103896,0.0
1,NaN,NaN,0.0,0.0,0.49361979166666653,0.0006402507835461494,0.5051857864357865,12.415584415584416,0.0
2,NaN,NaN,0.0,0.0,0.5069545454545457,0.0006335747160442142,0.49416765053128686,11.753246753246753,0.0
3,NaN,NaN,0.0,0.0,0.4903517110266159,0.000628497265593936,0.5101476470297761,11.883116883116884,0.0
4,NaN,NaN,0.0,0.0,0.4935500000000002,0.000610644546111225,0.5066493506493507,11.662337662337663,0.0
5,NaN,NaN,0.0,0.0,0.48492647058823535,0.0006019049891096381,0.5020735566954054,10.922077922077921,0.0
6,NaN,NaN,0.0,0.0,0.48755555555555546,0.0006154574623978759,0.4933333333333334,11.25974025974026,0.0
7,NaN,NaN,0.0,0.0,0.4918427230046949,0.0005767137923606602,0.5121638924455827,11.220779220779221,0.0
8,NaN,NaN,0.0,0.0,0.48443749999999985,0.0006304818981617893,0.5231168831168829,10.688311688311689,0.0
9,NaN,NaN,0.0,0.0,0.48311170212765936,0.0006042798657789389,0.5097402597402596,10.61038961038961,0.0
10,NaN,NaN,0.0,0.0,0.5025714285714286,0.0006284876103444623,0.5032282003710574,10.194805194805195,0.0
11,NaN,NaN,0.0,0.0,0.4788343558282209,0.0006050021620500632,0.4954186917377101,10.051948051948052,0.0
12,NaN,NaN,0.0,0.0,0.48483333333333345,0.0005807923173759466,0.49645021645021636,10.623376623376624,0.0
13,NaN,NaN,0.0,0.0,0.47762681159420284,0.0005862384539646019,0.5142104272539054,10.688311688311689,0.0
14,NaN,NaN,0.0,0.0,0.4968,0.0005933930535781447,0.49942857142857155,10.103896103896103,0.0
15,NaN,NaN,0.0,0.0,0.4829646017699115,0.0005703303063793071,0.5046546373980003,9.922077922077921,0.0
16,NaN,NaN,0.0,0.0,0.488625,0.0005735627051736787,0.5040259740259739,9.7012987012987,0.0
17,NaN,NaN,0.0,0.0,0.4877840909090908,0.0005407403520137295,0.4930637544273908,9.233766233766234,0.0
18,NaN,NaN,0.0,0.0,0.46383333333333343,0.0005134713978427398,0.5058008658008656,9.12987012987013,0.0
19,NaN,NaN,0.0,0.0,0.5007936507936508,0.0005900240433595334,0.4778396206967635,8.623376623376624,0.0
20,NaN,NaN,0.0,0.0,0.49524999999999986,0.0005502946976468241,0.5031168831168832,8.883116883116884,0.0
21,NaN,NaN,0.0,0.0,0.48249999999999993,0.0005664965372047403,0.4903896103896104,8.493506493506494,0.0
22,NaN,NaN,0.0,0.0,0.48199999999999993,0.0005473180193363556,0.5072727272727273,8.467532467532468,0.0
23,NaN,NaN,0.0,0.0,0.48825,0.0006190398122002757,0.4976623376623376,8.324675324675324,0.0
24,NaN,NaN,0.0,0.0,0.49024999999999996,0.0005836728353666583,0.498961038961039,8.519480519480519,0.0
25,NaN,NaN,0.0,0.0,0.4924999999999999,0.0006009678542403382,0.4942857142857142,8.35064935064935,0.0
26,NaN,NaN,0.0,0.0,0.48050000000000015,0.0006338246890432805,0.5012987012987014,8.441558441558442,0.0
27,NaN,NaN,0.0,0.0,0.4937499999999999,0.0005727039461997026,0.4825974025974028,8.103896103896103,0.0
28,NaN,NaN,0.0,0.0,0.48925,0.0005765474261405616,0.5054545454545456,7.896103896103896,0.0
29,NaN,NaN,0.0,0.0,0.49949999999999994,0.0005424108944167726,0.4955844155844155,8.103896103896103,0.0
30,NaN,NaN,0.0,0.0,0.49099999999999994,0.0005672123271572873,0.5057142857142858,8.35064935064935,0.0
31,NaN,NaN,0.0,0.0,0.501,0.0005715622883564105,0.4961038961038962,7.6103896103896105,0.0
32,NaN,NaN,0.0,0.0,0.4880000000000001,0.0005444475199988302,0.4838961038961039,7.142857142857143,0.0
33,NaN,NaN,0.0,0.0,0.4860000000000001,0.0005565426226431939,0.4992207792207792,6.987012987012987,0.0
34,NaN,NaN,0.0,0.0,0.49449999999999994,0.0005543041528739464,0.5150649350649351,7.0,0.0
35,NaN,NaN,0.0,0.0,0.47525000000000006,0.0005232349432006223,0.5057142857142858,6.792207792207792,0.0
36,NaN,NaN,0.0,0.0,0.48100000000000015,0.0005375175433908136,0.5106493506493508,6.64935064935065,0.0
