j,theta,chi2_min,chi2_avg,chi2_sigma,edge_R,wn0_R,n0_R,eps_R,edge_R_sigma,wn0_R_sigma,n0_R_sigma,edge_L,wn0_L,n0_L,eps_L,edge_L_sigma,wn0_L_sigma,n0_L_sigma,wc0,w_cf
22,3.58942365,0.830240265926412,1.5519502245242178,0.03218943111656619,0.6471827517834378, 1.8157564604693364,0.4937076201019992,0.5522899311943592,0.0007905502256594675, 0.04714935293903593,0.01179988229637809,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
23,3.41849871,0.830240265926412,1.4607426300591946,0.023981050295571838,0.6465651271674491, 1.8457294384606826,0.4976780295512174,0.662724841054105,0.0008035798710681855, 0.038245587434760614,0.00933203217454969,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
24,3.25571306,0.830240265926412,1.6311473912575967,0.08395390106388313,0.6459728374752901, 1.783578308680538,0.4847621083057224,0.14030072528225948,0.0009479426473943915, 0.047093042485903965,0.01173977893658501,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
25,3.1006791,0.830240265926412,1.5811949871974706,0.043047433257023184,0.6429258127518711, 1.786233903166054,0.4838351424458754,0.39505398868511,0.0007282737743167203, 0.04070794173551724,0.010496767959852897,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
26,2.95302772,0.830240265926412,1.5459962059074523,0.032600260797119474,0.6441712411767163, 1.8295726303341184,0.4972340462615793,0.23075156726413798,0.0009372682559936942, 0.050403135684341904,0.011918853225694236,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
27,2.81240735,0.830240265926412,1.4662969743635974,0.04166585242471573,0.6429576857070062, 1.8127611366853187,0.48867028051479655,0.10898038402156207,0.0010006205255472243, 0.05033718603822859,0.011503675254704988,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
28,2.67848319,0.830240265926412,1.3797098723273868,0.02091467363548322,0.6447657434775996, 1.7674886351406631,0.48218132520691315,0.1350858786092172,0.0008202786719791529, 0.037470018831910784,0.010388137510959497,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
29,2.55093637,0.830240265926412,1.3702767791372241,0.026696249458232412,0.6477925241374687, 1.9605498047767522,0.5245425844664957,0.6088503972910935,0.0010423140228317026, 0.0269375151269698,0.00677178290079678,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
30,2.42946321,0.830240265926412,1.3660547716011766,0.02697103299666613,0.6486784478341555, 1.857337231776037,0.5058037435682488,0.39772683854490004,0.0011445210903597638, 0.04298060202790333,0.010291134389425253,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
31,2.31377449,0.830240265926412,1.2452679194252887,0.01420715611244862,0.6436260344621246, 1.8661958666895202,0.503870448701583,0.07772026712638236,0.0008013074432810894, 0.04933273938326096,0.01281472546078131,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
32,2.20359475,0.830240265926412,1.3259551429379828,0.025990831192100654,0.6436188755505728, 1.8025302596439055,0.4936274827279984,0.02197524410462398,0.0009073029426970408, 0.05619886532316249,0.013252807724133847,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
33,2.09866167,0.830240265926412,1.3999611452028937,0.038078882575507345,0.6431481151652219, 1.8190117377002255,0.4933538456948023,0.016528045256759466,0.0010361944822509838, 0.050486241733410875,0.012356026738599243,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
34,1.9987254,0.830240265926412,1.233077818656621,0.014256213760491682,0.6458887090033661, 1.9721593207412649,0.5283805933746011,0.07791095262861622,0.0009194988074149884, 0.0604628676482781,0.014384113166592818,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
35,1.903548,0.830240265926412,1.1989944028571495,0.017591901317150296,0.6452211586763384, 1.7603041385790275,0.47871958016061544,0.6252264008963637,0.000920250169558011, 0.06329923467905096,0.01645385299943344,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
36,1.81290285,0.830240265926412,1.2013414541621033,0.020245402620862475,0.6453886966016864, 1.831033045000042,0.4909823873987037,0.8557192050425578,0.0013634590995579366, 0.0744573585290351,0.018161642385913227,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
37,1.72657415,0.830240265926412,1.1301973054695993,0.008255619210408818,0.6461630460130215, 1.7941275593896733,0.4898986593202971,0.8743099647511039,0.0008613872775726628, 0.056698738563999866,0.014422185233798221,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
38,1.64435633,0.830240265926412,1.1287581672285907,0.011988744638756281,0.6439203529531372, 1.8302310655075658,0.4975028080086933,0.23104116399123917,0.0009362352357517216, 0.07807300932105371,0.019208320367429563,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
39,1.56605365,0.830240265926412,1.1600675922225885,0.01760361487226523,0.6440723791866046, 1.8661551199709474,0.5042677031836998,0.5420434596843147,0.0010683674064048835, 0.06678155291776293,0.01759994831665291,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
40,1.49147966,0.830240265926412,1.1876859652980338,0.01914816108521271,0.6464133505453424, 1.8284464892948846,0.49346007542455556,0.5601252338924835,0.0012158672299464217, 0.06868351084063017,0.01582957289691327,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
41,1.42045682,0.830240265926412,1.1053817653081923,0.015780746631123107,0.6454016550527563, 1.792241741501961,0.4902368703450343,0.5664518833508767,0.0006616119954790111, 0.05840118777419464,0.013403321942782116,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
42,1.35281602,0.8141560592297183,1.0626150246940012,0.013531316968756549,0.642379752894563, 1.7616263134881915,0.47877642396078157,0.15557263264246401,0.001046468512010834, 0.07813575472206466,0.019159441964667137,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
43,1.28839621,0.8141560592297183,1.0806101549409572,0.0099567055270496,0.6418797467288291, 1.6840775374892352,0.46224452973113916,0.7783253274759087,0.0011332720546203203, 0.06964131026869845,0.017014416529235445,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
44,1.22704401,0.8141560592297183,1.0512746398843258,0.009137039093044126,0.6424587321235993, 1.8890993641877394,0.512337573172429,0.11562745103569594,0.0010186517184953491, 0.07638739472985338,0.018072797098198708,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
45,1.16861334,0.8141560592297183,1.0667278940361251,0.015396881222659666,0.6394605774664941, 1.8879028232171033,0.5117458296623085,0.621568542255388,0.000711652278737222, 0.08107701806033343,0.019267613031537574,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
46,1.11296509,0.8141560592297183,1.043261609822507,0.007152307684792778,0.6458025031583384, 1.8726589393859563,0.5035532617339464,0.7819529347056576,0.0009218510942594763, 0.07630616564372597,0.018367802817855636,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
47,1.05996675,0.8141560592297183,1.083957193204413,0.015156566464656202,0.6434801862271342, 1.7877082510234412,0.4884031507048304,0.10034314281159662,0.002487214666830724, 0.07380365092068167,0.017971909953462255,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
48,1.00949214,0.8141560592297183,1.047253017142965,0.014635779404304607,0.6393240393931604, 1.8670312557645996,0.5065648667767364,0.8853534648650515,0.0009345880787120806, 0.06548206525570194,0.016454878186214203,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
49,0.96142109,0.8141560592297183,1.0709565349706798,0.01277867233590898,0.6473492320135865, 1.7369951344971746,0.47545510772740956,0.1738279141703447,0.0011838922994592757, 0.08118010764663558,0.021328409564786405,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
50,0.91563913,0.8141560592297183,1.0032568535396296,0.007838472454923705,0.645306101926667, 1.8531251262414525,0.49967473439311644,0.18234888470167704,0.0010207418896844838, 0.06550975962143059,0.015465739591374693,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
51,0.87203727,0.8141560592297183,1.0331229845260856,0.010393655242795986,0.6415250992598281, 1.842257107231991,0.4959594961506671,0.24610362091910465,0.00119249514350417, 0.08559186248527648,0.020844778009296974,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
52,0.83051169,0.8141560592297183,1.0422564133539203,0.009459470214480561,0.6378996403736001, 1.77136968674012,0.4816117222577107,0.2966751165982734,0.0009215469922998294, 0.06497452577586965,0.01613292663211289,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
53,0.79096351,0.8141560592297183,1.0519245051267652,0.012366491324646315,0.6430105350138169, 1.9572994698851942,0.5266130242367806,0.2958964803099629,0.0011125350431503386, 0.0914600393820563,0.022817520536107472,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
54,0.75329858,0.8141560592297183,1.0146226461211543,0.010237863758428235,0.6391775088759944, 1.8627175590890803,0.5023322890509432,0.775051991690459,0.001412517812296082, 0.07926290733985028,0.018530251510863013,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
55,0.71742722,0.8141560592297183,0.9906759566517722,0.008580748880377131,0.6376292450699962, 1.973200165185516,0.5300198280827438,0.4049784872255721,0.0009921001037280345, 0.08199575604533074,0.018504380118061433,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
56,0.68326402,0.8141560592297183,0.9676076746784295,0.005835345901312288,0.6405650842159438, 1.905047845781817,0.5132258084418932,0.03276728277096891,0.0009347885098627088, 0.0744175014897051,0.01797974789304016,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
57,0.65072764,0.8141560592297183,0.9693509469928008,0.005824926346483841,0.64276835781677, 1.8524015568308543,0.4957300371462209,0.9233686812317972,0.0008529059051682841, 0.09785612684423155,0.02446468990765214,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
58,0.61974061,0.8141560592297183,0.9691197243159237,0.007540782875993091,0.6437391401777575, 1.8511324559288087,0.5016956511866335,0.9570409080657158,0.0010936775625270964, 0.0919046798914432,0.022417655112260917,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
59,0.59022915,0.8141560592297183,0.9560315181481498,0.004584792364114267,0.6451864144563126, 1.8210066357029162,0.48624115586605415,0.4315886314801895,0.0007693031685426118, 0.09023008947253483,0.02231503438582701,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
60,0.562123,0.8141560592297183,0.969185886309816,0.007532033528407001,0.6425525428824428, 1.855797025237403,0.5072910243775172,0.9619676637677856,0.0007990101976596037, 0.06317238604704872,0.01494455634955474,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
61,0.53535524,0.8141560592297183,1.0459318562273163,0.01702681663675183,0.6347896792660196, 1.740633885419689,0.4695384260096983,0.575930407457994,0.0011766310634731688, 0.08399829101143871,0.021305892738992527,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
62,0.50986213,0.8141560592297183,0.9830074030573129,0.007943669075412729,0.6385647283639913, 1.8351536642150639,0.49849358753516687,0.6824379680447911,0.0008815321964383975, 0.07534344731437091,0.018087687282705503,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
63,0.48558298,0.8141560592297183,0.9407632123565157,0.005887786247455529,0.6374302828038516, 1.7882847177576777,0.483672393645559,0.25142455823392296,0.0011173674215296894, 0.09214898886358557,0.023209415424983355,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
64,0.46245998,0.8141560592297183,0.9317457710352539,0.003030796504969956,0.6449830423220215, 1.9055122224691938,0.516741445856955,0.16145555398514644,0.0009268362143134911, 0.06331611848117849,0.014299482488817601,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
65,0.44043808,0.8141560592297183,0.9276880838602498,0.005532626051754608,0.639805373326796, 1.8106810714279553,0.49457318287809365,0.9819299529257606,0.0011049289014854549, 0.07633332219596592,0.01870666901901,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
66,0.41946484,0.8141560592297183,0.9211623119739892,0.00453496351346756,0.6458115911184068, 1.8314484329996894,0.5000765852718487,0.9330898757935158,0.0010853746178316485, 0.05163619841085631,0.01222955467708101,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
67,0.39949032,0.8141560592297183,0.9012551799618509,0.003192498762225941,0.63892825115891, 1.8412372984639944,0.49822746593159595,0.7079783852446553,0.0012795680627761298, 0.08153896417983271,0.01940859214999611,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
68,0.38046697,0.8141560592297183,0.9479250669225452,0.007062377700235616,0.6468940366512841, 1.9824105478911975,0.5315621104601835,0.926352256379283,0.0011695183356481916, 0.09002792360988865,0.02321860960398051,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
69,0.3623495,0.8141560592297183,0.9040633289442846,0.002532807440411831,0.6450127365747111, 1.946423015410226,0.5220646427307344,0.37402203674381795,0.0015661154912947335, 0.06583679460570759,0.01641888690952274,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
70,0.34509476,0.8141560592297183,0.8994135156877363,0.0028080130860420162,0.6394698304211046, 1.857858621394212,0.5053228585893857,0.9198145801196693,0.0009603915472780536, 0.06372824457200198,0.014878765826138738,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
71,0.32866168,0.8141560592297183,0.8981253787729162,0.0049538119639668254,0.6355554125965848, 1.9087041661729756,0.5211531033998604,0.8407531240460591,0.0011150929001977514, 0.07014019172881043,0.016550705668815033,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
72,0.31301112,0.8141560592297183,0.8904505908304421,0.0022653074479211523,0.6396312548827454, 1.876059732850689,0.5062581529846392,0.42200809301864384,0.0011404837317190027, 0.0773924960340216,0.020031280253780457,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
73,0.29810583,0.8141560592297183,0.8933744229209117,0.0027233916582437814,0.6428624051817178, 1.9272097944918234,0.520972162607747,0.5038334390814472,0.0007809981695802084, 0.08738188177308166,0.022275054948497887,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
74,0.28391031,0.8141560592297183,0.9043890911112075,0.007791672495842865,0.6418565066562343, 1.7941957688317303,0.4914157577622702,0.853410760284357,0.0006885652360847181, 0.0605814961174235,0.014889672787384015,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
75,0.27039077,0.8141560592297183,0.8988560927156276,0.003538577716604271,0.6440500692846203, 1.7828597268948112,0.4841089233072915,0.9870339886429274,0.000909930618084145, 0.07569976717576468,0.01850306718051123,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
76,0.25751502,0.8141560592297183,0.8879856288013102,0.003064374027536062,0.6412257670630023, 1.6863696693608063,0.4619321366217327,0.4247164876044171,0.0012048050046004205, 0.07438347310214895,0.019092904773324995,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
77,0.2452524,0.8141560592297183,0.8938000998590829,0.004296774565318208,0.6414045339155977, 1.9296853490641546,0.5197711026515781,0.5396934185211594,0.0007329615048388239, 0.06379589205045243,0.01568829784555356,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
78,0.23357372,0.8141560592297183,0.8710758890562663,0.0019013675791747485,0.6399540179493054, 1.8204405362101603,0.49042700921418036,0.7045349478623657,0.000685214787162938, 0.09569795021332131,0.023772353498259215,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
79,0.22245116,0.8141560592297183,0.8894002808816582,0.0029632390022502533,0.6406606284667783, 1.8671157466308919,0.507641039387709,0.5164792670575314,0.0009875501114654515, 0.07641066494862134,0.01936480257186771,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
80,0.21185825,0.8141560592297183,0.8827607365550255,0.003232664507538988,0.6376928174707838, 1.7991009010857444,0.48855612530610093,0.028810817995089888,0.00124819453578472, 0.0840645930463938,0.019860516008244233,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
81,0.20176976,0.8141560592297183,0.8790468784506965,0.0025997387432200093,0.6360508497124611, 1.7907149998488858,0.4809637639134855,0.03806071412778261,0.0013044052705228875, 0.08537225544900669,0.02045518243915541,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
82,0.19216167,0.8141560592297183,0.8980062932466939,0.0026273974867605764,0.6445880168890817, 1.8584758937490686,0.501866872330327,0.888395259680925,0.0008258928219112635, 0.06932136640078533,0.01674406742487583,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
83,0.18301112,0.8141560592297183,0.8993642196371131,0.0022785153586200534,0.6412740750109028, 1.8493234374532428,0.5003624818147845,0.9124023122884832,0.0006959034838216634, 0.07271258807220744,0.017363034839835326,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
84,0.1742963,0.8141560592297183,0.8867853897717906,0.001301456072250149,0.6442288905249072, 1.8210022382813094,0.48836062345080383,0.062299494182557646,0.0008836582299601353, 0.07530068430652165,0.019079766413368098,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
85,0.16599648,0.8141560592297183,0.8797796672021859,0.0016906020038688397,0.6390990177288993, 1.8164737975867262,0.49301526892498637,0.6754768344555978,0.0009911332058862667, 0.07009818985071233,0.017230620449831986,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
86,0.15809189,0.8141560592297183,0.8787073253239591,0.001187854050141712,0.635463047960722, 1.8230910631393435,0.4888115023572225,0.6486540544256796,0.0007048970144493166, 0.058897724998046005,0.015114771528795841,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
87,0.1505637,0.8141560592297183,0.8788052358246992,0.0013010804322755134,0.6351832529098039, 1.763271420369596,0.48007385898773425,0.5486749856069548,0.0005814882508019107, 0.07343534818353045,0.018377616807416057,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
88,0.143394,0.8141560592297183,0.8942973591166752,0.0026102308255655507,0.6316577364620116, 1.761554917407981,0.48600512627758335,0.12528607276712722,0.0006045192057466833, 0.06651060422119055,0.017999284651219975,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
89,0.13656571,0.8141560592297183,0.8700139375991829,0.0021582771528924757,0.6308957703417087, 1.8245986331414596,0.4973707942005672,0.30032664764207223,0.000825316944177046, 0.06252230415121067,0.015846888077734954,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
90,0.13006259,0.8141560592297183,0.8657713942591173,0.00133802579694916,0.6345392376343738, 1.9748775583502158,0.5283666319959252,0.31062661005744335,0.0005637099672400426, 0.07159709170152602,0.016459415141071985,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
91,0.12386913,0.8141560592297183,0.8763497531799481,0.002929632322277541,0.6383267509987703, 1.7853384396683012,0.48553317961697395,0.1763769246200378,0.0008019730642533868, 0.06526128685661856,0.015875926280416102,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
92,0.1179706,0.8141560592297183,0.8685486287743216,0.0017171396080286792,0.6403646633594003, 1.8872935013993342,0.504896134420467,0.9685666000488041,0.0005735974085478879, 0.07845819474615826,0.019136570671469837,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
93,0.11235295,0.8141560592297183,0.863347873989721,0.0023708451528997618,0.6370990852637652, 1.7254200846464376,0.471239770221003,0.42725373114548815,0.0006208371969596286, 0.08390991984020503,0.02129790370517731,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
94,0.10700281,0.8141560592297183,0.8664487611605339,0.0021402991369154707,0.6436971036133704, 1.8038960923231087,0.4875962354637798,0.5806444715422137,0.0008239676510409963, 0.10103920706622138,0.024831789120904297,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
95,0.10190744,0.8141560592297183,0.8644958537544446,0.0021377971452568693,0.64412337446664, 1.7303681114035014,0.4807209264954442,0.5113048112658344,0.0008841459810037161, 0.07263482101547702,0.01778436389265173,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
96,0.0970547,0.8141560592297183,0.8859027300329061,0.0013733875074709288,0.6484374281497833, 1.8122269526602621,0.495102382017759,0.8531762126737541,0.0006409496378564112, 0.06262776785491905,0.01488300490937688,-0.0, -0.0,0.0,0.5,0.0, 0.0,0.0,0.0,0.0
