j,ar_cont_s,∆w_cont_s,ar_cont_amp_sw,ar_cont_amp,ar_edge_s,∆w_edge,ar_edge_m,n_clust,ar_edge_amp
2,0.0,5.61888494668591e-16,0.0,0.0,0.5005,0.0002248288901287053,0.5380259740259741,29.766233766233768,0.0
3,0.0,1.465632944617072e-17,0.0,0.0,0.541277777777778,0.00023226346492541855,0.5228282828282828,27.818181818181817,0.0
4,0.0,3.822964785235316e-19,0.0,0.0,0.5639375000000002,0.000523218083747053,0.48188311688311675,16.22077922077922,0.0
5,0.0,9.971841723964417e-21,0.0,0.0,0.5052142857142858,0.000506626402552072,0.47666048237476816,15.792207792207792,0.0
6,0.0,2.601060510728109e-22,0.0,0.0,0.4709999999999998,0.00037363794482055547,0.5024242424242427,16.428571428571427,0.0
7,0.0,6.784620101029315e-24,0.0,0.0,0.47269999999999995,0.0003143396845294785,0.5223896103896104,14.844155844155845,0.0
8,0.0,1.7697039236663333e-25,0.0,0.0,0.499,0.0003061687364189885,0.5138961038961039,14.805194805194805,0.0
9,0.0,4.6161051478252706e-27,0.0,0.0,0.49583333333333324,0.0002769381881270311,0.5208658008658008,14.688311688311689,0.0
10,0.0,1.2040673273546139e-28,0.0,0.0,0.4897500000000001,0.0002983136094459738,0.5015584415584415,14.168831168831169,0.0
11,0.0,3.140695634903155e-30,0.0,0.0,0.5067499999999999,0.000311773986207347,0.49064935064935083,14.38961038961039,0.0
12,0.0,8.192207235430342e-32,0.0,0.0,0.4947500000000001,0.00026837257982138764,0.5158441558441559,13.87012987012987,0.0
13,0.0,2.136859702112036e-33,0.0,0.0,0.493,0.0002998550814775038,0.5218181818181817,14.324675324675324,0.0
14,0.0,5.573796237431822e-35,0.0,0.0,0.46875,0.0002963056347766521,0.5018181818181818,13.714285714285714,0.0
15,0.0,1.453871981660884e-36,0.0,0.0,0.47799999999999987,0.00027138294941555206,0.5212987012987013,12.96103896103896,0.0
