j,ar_cont_s,∆w_cont_s,ar_cont_amp_sw,ar_cont_amp,ar_edge_s,∆w_edge,ar_edge_m,n_clust,ar_edge_amp
0,0.7713033333333332,0.22620292798973496,0.0,0.0,0.10816666666666667,0.000503760884277315,0.4933333333333335,23.350649350649352,0.0
1,0.506770909090909,0.6027774843845205,0.0,0.0,0.4496363636363636,0.0001770783426769528,0.5372845336481701,26.25974025974026,0.0
2,0.4961,0.6126858228365765,0.0,0.0,0.49210000000000004,0.00020444196079970147,0.4348571428571428,25.350649350649352,0.0
3,0.5024666666666667,0.668325015886562,0.0,0.0,0.47955555555555546,0.0001962900301579088,0.5028571428571431,26.844155844155843,0.0
4,0.49948000000000004,0.6817869283912257,0.0,0.0,0.48262499999999997,0.00013353866941196476,0.5292207792207793,26.649350649350648,0.0
5,0.4973657142857142,0.6937438551593391,0.0,0.0,0.4972857142857145,0.0001491746661106739,0.48118738404452693,26.038961038961038,0.0
6,0.49702,0.6997742253467313,0.0,0.0,0.49483333333333324,0.00012689286229876183,0.5240692640692641,26.181818181818183,0.0
7,0.49836,0.7027864266516309,0.0,0.0,0.48529999999999995,0.00016347225142678711,0.5010909090909091,25.493506493506494,0.0
8,0.49336,0.7334319954571983,0.0,0.0,0.47437500000000005,0.00014219533827999282,0.5175324675324675,25.792207792207794,0.0
9,0.5018666666666667,0.7512370573185592,0.0,0.0,0.5074999999999997,0.00019125653735519235,0.5051082251082251,23.961038961038962,0.0
10,0.48913999999999996,0.7571002305697146,0.0,0.0,0.4867499999999999,0.00015871885485039175,0.5340259740259741,23.883116883116884,0.0
11,0.5015799999999999,0.7613115646477263,0.0,0.0,0.49974999999999997,0.00013280977845035686,0.5080519480519481,23.649350649350648,0.0
12,0.49928000000000006,0.7582086076471858,0.0,0.0,0.48550000000000004,0.00016371320834384238,0.5153246753246754,23.545454545454547,0.0
13,0.49388000000000004,0.7626963320357831,0.0,0.0,0.47575,0.00011178450587664798,0.5246753246753247,23.103896103896105,0.0
14,0.5138999999999999,0.7856221347283521,0.0,0.0,0.4947500000000001,0.00010395272062182757,0.5285714285714286,23.51948051948052,0.0
15,0.4967000000000001,0.7917898314731372,0.0,0.0,0.48600000000000004,0.00017924313800655903,0.5290909090909092,22.77922077922078,0.0
16,0.5045200000000001,0.815070486798466,0.0,0.0,0.49300000000000005,0.00015332960250995508,0.4976623376623375,21.623376623376622,0.0
17,0.49368000000000006,0.8781197116891055,0.0,0.0,0.4755,0.00017906686933699721,0.48285714285714293,21.467532467532468,0.0
18,0.49761999999999995,0.9832763416544132,0.0,0.0,0.48875,0.00015905359242641834,0.5051948051948052,19.532467532467532,0.0
19,0.4979400000000001,1.0347246857645858,0.0,0.0,0.4945000000000002,0.00014983424871470628,0.5163636363636365,19.363636363636363,0.0
20,0.49022000000000004,1.125492708091784,0.0,0.0,0.4945000000000001,0.0002516504575535843,0.5054545454545455,18.87012987012987,0.0
21,0.50646,1.228704493603472,0.0,0.0,0.48550000000000004,0.00017854113200776518,0.5148051948051949,17.571428571428573,0.0
22,0.50744,1.3530670529555613,0.0,0.0,0.49350000000000005,0.0001577286994244087,0.49662337662337663,16.38961038961039,0.0
23,0.5009800000000001,1.5545749718446324,0.0,0.0,0.4920000000000001,0.0002083470268264268,0.5111688311688313,15.363636363636363,0.0
24,0.4956000000000001,1.6190093030710442,0.0,0.0,0.48650000000000004,0.00019294188145071024,0.5103896103896105,13.025974025974026,0.0
25,0.49432000000000004,1.6373147771619856,0.0,0.0,0.4977500000000001,0.00028281270605194745,0.5088311688311687,11.467532467532468,0.0
26,0.49604000000000004,1.6444931228087007,0.0,0.0,0.4884999999999999,0.00022638245550538402,0.5197402597402597,10.337662337662337,0.0
27,0.49318000000000006,1.5876178184802492,0.0,0.0,0.49949999999999994,0.00032496145604539407,0.48207792207792205,9.74025974025974,0.0
28,0.49007999999999996,1.5707268656588285,0.0,0.0,0.45775000000000005,0.000456903903204658,0.49506493506493504,9.935064935064934,0.0
29,0.49308,1.524574995802596,0.0,0.0,0.4925,0.00041150139489122084,0.5041558441558441,9.116883116883116,0.0
30,0.4895999999999999,1.49074148744413,0.0,0.0,0.476,0.0004322578478660807,0.4818181818181819,9.03896103896104,0.0
31,0.49124000000000007,1.4625529088739995,0.0,0.0,0.4642500000000001,0.0005070665136992558,0.4961038961038962,8.363636363636363,0.0
32,0.49573999999999996,1.41621422852028,0.0,0.0,0.475,0.0004507297005254533,0.48025974025974033,8.584415584415584,0.0
33,0.48892,1.371849544745606,0.0,0.0,0.4870000000000001,0.0004863390253857518,0.4940259740259741,8.064935064935066,0.0
34,0.49304,1.326424837697878,0.0,0.0,0.49474999999999997,0.0004718319662656608,0.48025974025974033,7.8311688311688314,0.0
35,0.4914,1.2852685385329607,0.0,0.0,0.487,0.0004122937537254701,0.4903896103896104,7.35064935064935,0.0
36,0.4900799999999999,1.2596394874982595,0.0,0.0,0.49049999999999994,0.0003920888491207048,0.47584415584415596,7.103896103896104,0.0
37,0.49066,1.2117624258150856,0.0,0.0,0.4750000000000001,0.00036624779274200165,0.5174025974025974,7.545454545454546,0.0
38,0.49338,1.1862578017177858,0.0,0.0,0.47375,0.00036739313495765907,0.498961038961039,7.35064935064935,0.0
39,0.49668000000000007,1.1582634931058897,0.0,0.0,0.48674999999999996,0.00038490314179034956,0.5114285714285713,7.571428571428571,0.0
40,0.4947400000000001,1.123412687921884,0.0,0.0,0.47050000000000003,0.00034569413041230684,0.5059740259740259,6.987012987012987,0.0
41,0.4921000000000001,1.0798189687852942,0.0,0.0,0.49350000000000005,0.0003828471948888545,0.5205194805194805,7.1688311688311686,0.0
42,0.4901999999999999,1.0427676460577193,0.0,0.0,0.49924999999999997,0.00035432992457284956,0.4883116883116883,6.753246753246753,0.0
43,0.49302,0.9962155088655485,0.0,0.0,0.49174999999999996,0.00034775582787110966,0.49662337662337674,6.597402597402597,0.0
44,0.49522,0.9675420009506733,0.0,0.0,0.48775000000000013,0.00034682135200587663,0.48961038961038966,6.324675324675325,0.0
45,0.49154000000000003,0.9416123724770021,0.0,0.0,0.48650000000000004,0.0003507478094098277,0.4867532467532466,6.285714285714286,0.0
46,0.49066000000000004,0.9101028939240737,0.0,0.0,0.4889999999999999,0.00032297695731409973,0.4935064935064936,6.2727272727272725,0.0
47,0.49414,0.8817682357455208,0.0,0.0,0.47625,0.00030967066143895575,0.4877922077922077,6.090909090909091,0.0
48,0.49328,0.8574109638208554,0.0,0.0,0.4915,0.0003003687590287212,0.4961038961038962,6.038961038961039,0.0
49,0.4912599999999999,0.8148440026708996,0.0,0.0,0.4880000000000001,0.0002956088635008601,0.5025974025974026,6.012987012987013,0.0
50,0.48982,0.790000920085663,0.0,0.0,0.4950000000000003,0.00025828525182178356,0.512987012987013,6.0519480519480515,0.0
1,0.4902509090909091,0.9779327656854615,0.0,0.0,0.49977272727272737,0.00016798190407673333,0.4978512396694213,25.51948051948052,0.0
2,0.49790399999999996,1.1616606967689336,0.0,0.0,0.5013500000000001,0.00021876465545610257,0.49532467532467533,24.51948051948052,0.0
3,0.5200799999999999,1.7668503770299053,0.0,0.0,0.5122222222222221,0.0002962529631934573,0.49783549783549785,21.48051948051948,0.0
4,0.49847499999999995,2.8833347281639727,0.0,0.0,0.5143125000000001,0.0006033037526445028,0.5038961038961041,14.428571428571429,0.0
5,0.49329142857142855,2.9313046176154924,0.0,0.0,0.48414285714285715,0.0009993482614548293,0.5114656771799629,12.896103896103897,0.0
6,0.4920933333333334,2.8872234423104604,0.0,0.0,0.4940833333333333,0.0010075533274342588,0.49463203463203453,10.948051948051948,0.0
7,0.496352,2.8419101246106817,0.0,0.0,0.48410000000000003,0.0008721287826391003,0.49163636363636365,11.753246753246753,0.0
8,0.49779000000000007,2.785898300035078,0.0,0.0,0.4865000000000002,0.0007239870919101916,0.49545454545454537,11.12987012987013,0.0
9,0.49718666666666667,2.715245426142553,0.0,0.0,0.4826666666666667,0.0007208623342428909,0.5106493506493507,11.12987012987013,0.0
10,0.4895,2.696729249768661,0.0,0.0,0.5044999999999998,0.0008023759003725117,0.47350649350649343,11.272727272727273,0.0
11,0.49151999999999996,2.6249466756402495,0.0,0.0,0.48725000000000007,0.0008568618972731479,0.5025974025974025,10.883116883116884,0.0
12,0.49544000000000005,2.5573265631815305,0.0,0.0,0.49924999999999997,0.0010250441014614455,0.5114285714285712,10.64935064935065,0.0
13,0.48792,2.4685821289380616,0.0,0.0,0.4965,0.0008444771250916356,0.4680519480519481,9.96103896103896,0.0
14,0.48813999999999996,2.4205290438351397,0.0,0.0,0.4757500000000001,0.000720357825231443,0.49376623376623374,9.688311688311689,0.0
15,0.4906200000000001,2.369785997041416,0.0,0.0,0.48375,0.0008243977293679427,0.4794805194805196,9.623376623376624,0.0
