j,theta,chi2_min,chi2_avg,chi2_sigma,w_edge_R,w_n0_R,n0_R,eps_R,w_edge_R_sigma,w_n0_R_sigma,n0_R_sigma,w_edge_L,w_n0_L,n0_L,eps_L,w_edge_L_sigma,w_n0_L_sigma,n0_L_sigma,
0,0.53535524,12.932333096276444,14.512695745786564,0.0877931991086018,-0.9095330655060392, -0.8939427488760192,0.75,0.5,0.00016395455468955176, 5.8769734445779366e-5,0.0,1.737216279477724, -0.2738515635449653,0.75,0.5,0.0002249932896450501, 4.687490914916617e-5,0.0
